anio,trimestre,provincia,velocidad,accesos
2020,3,Misiones,0.512,47
2020,3,Misiones,0.75,24
2020,3,Misiones,1200.0,4310
2020,3,Misiones,2200.0,7881
2020,3,Misiones,3200.0,7999
2020,3,Misiones,4500.0,449
2020,3,Misiones,6000.0,2944
2020,3,Misiones,6400.0,15946
2020,3,Misiones,7500.0,292
2020,3,Misiones,9000.0,221
2020,3,Misiones,10100.0,23702
2020,3,Misiones,12300.0,17209
2020,3,Misiones,16000.0,2033
2020,3,Misiones,19000.0,913
2020,3,Misiones,20500.0,5787
2020,3,Misiones,25100.0,2847
2020,3,Misiones,31000.0,10816
2020,3,Misiones,46000.0,28
2020,3,Misiones,50100.0,23464
2020,3,Misiones,100100.0,6703
2020,3,Misiones,120000.0,1
2020,3,Misiones,205000.0,1
2020,3,Misiones,275000.0,1
2020,3,Misiones,320000.0,787
2020,3,Misiones,480000.0,1
2020,3,Misiones,950000.0,1
2020,3,Neuquén,0.256,803
2020,3,Neuquén,0.512,45
2020,3,Neuquén,0.75,173
2020,3,Neuquén,1000.0,1
2020,3,Neuquén,1200.0,812
2020,3,Neuquén,2200.0,2404
2020,3,Neuquén,3200.0,9803
2020,3,Neuquén,4000.0,6938
2020,3,Neuquén,4500.0,264
2020,3,Neuquén,6000.0,9188
2020,3,Neuquén,6400.0,31380
2020,3,Neuquén,7500.0,294
2020,3,Neuquén,9000.0,2899
2020,3,Neuquén,10100.0,3368
2020,3,Neuquén,12300.0,2944
2020,3,Neuquén,16000.0,163
2020,3,Neuquén,19000.0,2461
2020,3,Neuquén,20500.0,407
2020,3,Neuquén,25100.0,5274
2020,3,Neuquén,31000.0,183
2020,3,Neuquén,50100.0,36663
2020,3,Neuquén,65000.0,4
2020,3,Neuquén,100100.0,11016
2020,3,Neuquén,320000.0,1748
2020,3,Río Negro,0.256,19093
2020,3,Río Negro,0.512,47
2020,3,Río Negro,0.75,67
2020,3,Río Negro,1200.0,1137
2020,3,Río Negro,2200.0,3977
2020,3,Río Negro,3200.0,6518
2020,3,Río Negro,4000.0,283
2020,3,Río Negro,4500.0,1119
2020,3,Río Negro,6000.0,5950
2020,3,Río Negro,6400.0,50468
2020,3,Río Negro,9000.0,232
2020,3,Río Negro,10000.0,34
2020,3,Río Negro,10100.0,3503
2020,3,Río Negro,12300.0,860
2020,3,Río Negro,16000.0,22
2020,3,Río Negro,19000.0,1775
2020,3,Río Negro,20500.0,4439
2020,3,Río Negro,25100.0,3373
2020,3,Río Negro,31000.0,109
2020,3,Río Negro,41000.0,11
2020,3,Río Negro,50100.0,22656
2020,3,Río Negro,100100.0,5627
2020,3,Río Negro,120000.0,1
2020,3,Río Negro,155000.0,1
2020,3,Río Negro,320000.0,165
2020,3,Salta,0.256,14996
2020,3,Salta,0.512,49
2020,3,Salta,0.75,80
2020,3,Salta,1000.0,1
2020,3,Salta,1200.0,6086
2020,3,Salta,2200.0,363
2020,3,Salta,3200.0,8894
2020,3,Salta,4000.0,1
2020,3,Salta,4500.0,280
2020,3,Salta,6000.0,722
2020,3,Salta,6400.0,16947
2020,3,Salta,9000.0,41
2020,3,Salta,10100.0,64695
2020,3,Salta,12300.0,2527
2020,3,Salta,16000.0,2369
2020,3,Salta,19000.0,45
2020,3,Salta,20500.0,11049
2020,3,Salta,25100.0,7216
2020,3,Salta,31000.0,712
2020,3,Salta,50100.0,33452
2020,3,Salta,100100.0,9354
2020,3,Salta,320000.0,893
2020,3,Salta,512000.0,74
2020,3,San Juan,0.256,4150
2020,3,San Juan,0.512,22
2020,3,San Juan,0.75,26
2020,3,San Juan,1000.0,1
2020,3,San Juan,1200.0,3684
2020,3,San Juan,2200.0,3257
2020,3,San Juan,3200.0,5013
2020,3,San Juan,4500.0,714
2020,3,San Juan,6000.0,268
2020,3,San Juan,6400.0,52783
2020,3,San Juan,9000.0,23
2020,3,San Juan,10000.0,570
2020,3,San Juan,10100.0,118
2020,3,San Juan,12300.0,6468
2020,3,San Juan,16000.0,43
2020,3,San Juan,20500.0,18
2020,3,San Juan,25100.0,32
2020,3,San Juan,31000.0,9
2020,3,San Juan,50100.0,80
2020,3,San Juan,61000.0,1
2020,3,San Juan,100100.0,47
2020,3,San Luis,0.256,36917
2020,3,San Luis,0.512,57
2020,3,San Luis,0.75,48
2020,3,San Luis,1200.0,402
2020,3,San Luis,2200.0,664
2020,3,San Luis,3200.0,845
2020,3,San Luis,4000.0,2
2020,3,San Luis,4500.0,412
2020,3,San Luis,6000.0,116
2020,3,San Luis,6400.0,9758
2020,3,San Luis,9000.0,149
2020,3,San Luis,10000.0,3194
2020,3,San Luis,10100.0,8
2020,3,San Luis,12300.0,2659
2020,3,San Luis,20500.0,7
2020,3,San Luis,25100.0,61316
2020,3,San Luis,31000.0,5
2020,3,San Luis,47000.0,3
2020,3,San Luis,100100.0,3
2020,3,Santa Cruz,0.256,833
2020,3,Santa Cruz,0.375,3
2020,3,Santa Cruz,0.512,24
2020,3,Santa Cruz,0.75,39
2020,3,Santa Cruz,1200.0,5415
2020,3,Santa Cruz,2200.0,1674
2020,3,Santa Cruz,3200.0,6088
2020,3,Santa Cruz,4500.0,52
2020,3,Santa Cruz,6000.0,2450
2020,3,Santa Cruz,6400.0,11209
2020,3,Santa Cruz,9000.0,1
2020,3,Santa Cruz,10000.0,134
2020,3,Santa Cruz,10100.0,3880
2020,3,Santa Cruz,12300.0,3632
2020,3,Santa Cruz,14000.0,1775
2020,3,Santa Cruz,16000.0,1131
2020,3,Santa Cruz,19000.0,110
2020,3,Santa Cruz,20500.0,82
2020,3,Santa Cruz,25000.0,455
2020,3,Santa Cruz,25100.0,150
2020,3,Santa Cruz,31000.0,24
2020,3,Santa Cruz,36000.0,19
2020,3,Santa Cruz,41000.0,8
2020,3,Santa Cruz,50100.0,80
2020,3,Santa Cruz,77000.0,2
2020,3,Santa Cruz,100100.0,11
2020,3,Santa Fe,0.256,27001
2020,3,Santa Fe,0.375,51
2020,3,Santa Fe,0.512,321
2020,3,Santa Fe,0.75,196
2020,3,Santa Fe,1200.0,16309
2020,3,Santa Fe,2000.0,334
2020,3,Santa Fe,2200.0,9533
2020,3,Santa Fe,3200.0,61421
2020,3,Santa Fe,4000.0,57
2020,3,Santa Fe,4500.0,5826
2020,3,Santa Fe,6000.0,26928
2020,3,Santa Fe,6400.0,94186
2020,3,Santa Fe,7500.0,3144
2020,3,Santa Fe,9000.0,6608
2020,3,Santa Fe,10000.0,636
2020,3,Santa Fe,10100.0,188993
2020,3,Santa Fe,12300.0,29295
2020,3,Santa Fe,16000.0,13087
2020,3,Santa Fe,17000.0,52
2020,3,Santa Fe,19000.0,6184
2020,3,Santa Fe,20500.0,43477
2020,3,Santa Fe,25100.0,38541
2020,3,Santa Fe,31000.0,20264
2020,3,Santa Fe,36000.0,3
2020,3,Santa Fe,39000.0,2
2020,3,Santa Fe,41000.0,10
2020,3,Santa Fe,46000.0,129
2020,3,Santa Fe,50100.0,158274
2020,3,Santa Fe,61000.0,2
2020,3,Santa Fe,97000.0,1
2020,3,Santa Fe,100100.0,47901
2020,3,Santa Fe,122000.0,1
2020,3,Santa Fe,155000.0,511
2020,3,Santa Fe,320000.0,3632
2020,3,Santa Fe,473000.0,1
2020,3,Santa Fe,512000.0,86
2020,3,Santa Fe,768000.0,1
2020,3,Santiago Del Estero,0.256,4801
2020,3,Santiago Del Estero,0.512,39
2020,3,Santiago Del Estero,0.75,94
2020,3,Santiago Del Estero,1000.0,908
2020,3,Santiago Del Estero,1200.0,963
2020,3,Santiago Del Estero,2000.0,307
2020,3,Santiago Del Estero,2200.0,2381
2020,3,Santiago Del Estero,3200.0,10087
2020,3,Santiago Del Estero,4500.0,845
2020,3,Santiago Del Estero,6000.0,1
2020,3,Santiago Del Estero,6400.0,18704
2020,3,Santiago Del Estero,7500.0,949
2020,3,Santiago Del Estero,10100.0,56469
2020,3,Santiago Del Estero,12300.0,2261
2020,3,Santiago Del Estero,16000.0,660
2020,3,Santiago Del Estero,20500.0,1737
2020,3,Santiago Del Estero,31000.0,292
2020,3,Santiago Del Estero,41000.0,30
2020,3,Santiago Del Estero,50100.0,2313
2020,3,Santiago Del Estero,100100.0,1607
2020,3,Santiago Del Estero,320000.0,44
2020,3,Tierra Del Fuego,0.256,6992
2020,3,Tierra Del Fuego,0.512,6
2020,3,Tierra Del Fuego,0.75,5
2020,3,Tierra Del Fuego,1200.0,97
2020,3,Tierra Del Fuego,2200.0,4
2020,3,Tierra Del Fuego,3200.0,605
2020,3,Tierra Del Fuego,4500.0,2465
2020,3,Tierra Del Fuego,6000.0,263
2020,3,Tierra Del Fuego,6400.0,18660
2020,3,Tierra Del Fuego,9000.0,4083
2020,3,Tierra Del Fuego,10100.0,1331
2020,3,Tierra Del Fuego,12300.0,3439
2020,3,Tierra Del Fuego,15000.0,1
2020,3,Tierra Del Fuego,16000.0,161
2020,3,Tierra Del Fuego,19000.0,52
2020,3,Tierra Del Fuego,20500.0,73
2020,3,Tierra Del Fuego,25100.0,450
2020,3,Tierra Del Fuego,31000.0,31
2020,3,Tierra Del Fuego,36000.0,4
2020,3,Tierra Del Fuego,41000.0,11
2020,3,Tierra Del Fuego,50100.0,907
2020,3,Tierra Del Fuego,61000.0,8
2020,3,Tierra Del Fuego,100100.0,6
2020,3,Tierra Del Fuego,2000000.0,1
2020,3,Tucumán,0.256,2637
2020,3,Tucumán,0.512,16
2020,3,Tucumán,0.75,36
2020,3,Tucumán,1200.0,3594
2020,3,Tucumán,2200.0,28
2020,3,Tucumán,3200.0,10107
2020,3,Tucumán,3300.0,65
2020,3,Tucumán,4000.0,2890
2020,3,Tucumán,4500.0,15
2020,3,Tucumán,6000.0,218
2020,3,Tucumán,6400.0,28980
2020,3,Tucumán,6700.0,113
2020,3,Tucumán,7500.0,143
2020,3,Tucumán,9000.0,165
2020,3,Tucumán,10000.0,398
2020,3,Tucumán,10100.0,53904
2020,3,Tucumán,12000.0,2
2020,3,Tucumán,12300.0,454
2020,3,Tucumán,16000.0,2402
2020,3,Tucumán,20500.0,30268
2020,3,Tucumán,25100.0,9
2020,3,Tucumán,31000.0,3237
2020,3,Tucumán,36000.0,1
2020,3,Tucumán,50100.0,51231
2020,3,Tucumán,86000.0,1
2020,3,Tucumán,100100.0,31367
2020,3,Tucumán,320000.0,1488
2020,3,Tucumán,512000.0,107
2020,4,Buenos Aires,0.0,4
2020,4,Buenos Aires,0.256,9016
2020,4,Buenos Aires,0.375,17
2020,4,Buenos Aires,0.512,36822
2020,4,Buenos Aires,0.75,100
2020,4,Buenos Aires,1000.0,26560
2020,4,Buenos Aires,1200.0,31669
2020,4,Buenos Aires,2000.0,422
2020,4,Buenos Aires,2200.0,23678
2020,4,Buenos Aires,3200.0,86552
2020,4,Buenos Aires,4000.0,34867
2020,4,Buenos Aires,4500.0,20237
2020,4,Buenos Aires,6000.0,40469
2020,4,Buenos Aires,6400.0,876573
2020,4,Buenos Aires,6700.0,35
2020,4,Buenos Aires,7500.0,6873
2020,4,Buenos Aires,8000.0,96
2020,4,Buenos Aires,9000.0,23127
2020,4,Buenos Aires,10000.0,264
2020,4,Buenos Aires,10100.0,211883
2020,4,Buenos Aires,12000.0,4
2020,4,Buenos Aires,12300.0,50305
2020,4,Buenos Aires,14000.0,1
2020,4,Buenos Aires,15000.0,30
2020,4,Buenos Aires,16000.0,22064
2020,4,Buenos Aires,17000.0,558
2020,4,Buenos Aires,19000.0,46692
2020,4,Buenos Aires,20500.0,94517
2020,4,Buenos Aires,22000.0,2
2020,4,Buenos Aires,23000.0,1
2020,4,Buenos Aires,25000.0,26
2020,4,Buenos Aires,25100.0,190510
2020,4,Buenos Aires,30000.0,917
2020,4,Buenos Aires,31000.0,22166
2020,4,Buenos Aires,35000.0,1
2020,4,Buenos Aires,36000.0,230
2020,4,Buenos Aires,41000.0,2201
2020,4,Buenos Aires,45000.0,9
2020,4,Buenos Aires,50000.0,1
2020,4,Buenos Aires,50100.0,1219329
2020,4,Buenos Aires,55000.0,54
2020,4,Buenos Aires,56000.0,15
2020,4,Buenos Aires,59000.0,1
2020,4,Buenos Aires,61000.0,46323
2020,4,Buenos Aires,63000.0,1
2020,4,Buenos Aires,66000.0,1
2020,4,Buenos Aires,71000.0,1044
2020,4,Buenos Aires,77000.0,13593
2020,4,Buenos Aires,80000.0,2
2020,4,Buenos Aires,81000.0,53
2020,4,Buenos Aires,82000.0,1
2020,4,Buenos Aires,83000.0,1
2020,4,Buenos Aires,95000.0,3
2020,4,Buenos Aires,100100.0,769737
2020,4,Buenos Aires,122000.0,48
2020,4,Buenos Aires,127000.0,1
2020,4,Buenos Aires,155000.0,13674
2020,4,Buenos Aires,160000.0,1
2020,4,Buenos Aires,164000.0,3
2020,4,Buenos Aires,203000.0,361
2020,4,Buenos Aires,220000.0,1
2020,4,Buenos Aires,246000.0,7
2020,4,Buenos Aires,256000.0,3
2020,4,Buenos Aires,320000.0,99391
2020,4,Buenos Aires,350000.0,4
2020,4,Buenos Aires,450000.0,12
2020,4,Buenos Aires,512000.0,3079
2020,4,Buenos Aires,640000.0,505
2020,4,Buenos Aires,1024000.0,5403
2020,4,Buenos Aires,1075000.0,1
2020,4,Buenos Aires,1536000.0,1
2020,4,Buenos Aires,2048000.0,6
2020,4,Buenos Aires,2529000.0,860
2020,4,Buenos Aires,4000000.0,227
2020,4,Buenos Aires,5125000.0,9
2020,4,Buenos Aires,7000000.0,7
2020,4,CABA,0.256,268
2020,4,CABA,0.375,30
2020,4,CABA,0.512,75
2020,4,CABA,0.75,30
2020,4,CABA,1000.0,15
2020,4,CABA,1200.0,5178
2020,4,CABA,2200.0,337
2020,4,CABA,3200.0,7591
2020,4,CABA,4000.0,70
2020,4,CABA,4500.0,1544
2020,4,CABA,6000.0,2606
2020,4,CABA,6400.0,143113
2020,4,CABA,7500.0,6
2020,4,CABA,9000.0,22
2020,4,CABA,10000.0,3
2020,4,CABA,10100.0,78092
2020,4,CABA,12000.0,5
2020,4,CABA,12300.0,9496
2020,4,CABA,16000.0,2998
2020,4,CABA,17000.0,5
2020,4,CABA,19000.0,33676
2020,4,CABA,20500.0,14028
2020,4,CABA,22000.0,1
2020,4,CABA,25100.0,69359
2020,4,CABA,31000.0,10915
2020,4,CABA,36000.0,9
2020,4,CABA,40000.0,30
2020,4,CABA,41000.0,121
2020,4,CABA,50100.0,573217
2020,4,CABA,56000.0,1
2020,4,CABA,61000.0,11745
2020,4,CABA,67000.0,1
2020,4,CABA,71000.0,3
2020,4,CABA,77000.0,4666
2020,4,CABA,81000.0,7
2020,4,CABA,91000.0,34
2020,4,CABA,100100.0,326034
2020,4,CABA,120000.0,1
2020,4,CABA,122000.0,5
2020,4,CABA,126000.0,3
2020,4,CABA,155000.0,11436
2020,4,CABA,164000.0,5
2020,4,CABA,203000.0,2686
2020,4,CABA,225000.0,1
2020,4,CABA,234000.0,1
2020,4,CABA,256000.0,1399
2020,4,CABA,300000.0,1
2020,4,CABA,320000.0,64399
2020,4,CABA,330000.0,2
2020,4,CABA,450000.0,2
2020,4,CABA,512000.0,968
2020,4,CABA,768000.0,1
2020,4,CABA,850000.0,1
2020,4,CABA,1024000.0,3281
2020,4,CABA,7000000.0,7
2020,4,Catamarca,0.256,2309
2020,4,Catamarca,0.512,34
2020,4,Catamarca,0.75,37
2020,4,Catamarca,1200.0,635
2020,4,Catamarca,2200.0,278
2020,4,Catamarca,3200.0,2819
2020,4,Catamarca,4500.0,11
2020,4,Catamarca,6000.0,1
2020,4,Catamarca,6400.0,5099
2020,4,Catamarca,10000.0,95
2020,4,Catamarca,10100.0,8645
2020,4,Catamarca,12300.0,3070
2020,4,Catamarca,16000.0,570
2020,4,Catamarca,20500.0,7796
2020,4,Catamarca,25000.0,232
2020,4,Catamarca,31000.0,359
2020,4,Catamarca,50100.0,12502
2020,4,Catamarca,100100.0,7338
2020,4,Catamarca,320000.0,542
2020,4,Catamarca,512000.0,22
2020,4,Catamarca,5000000.0,2
2020,4,Chaco,0.256,7965
2020,4,Chaco,0.5,111
2020,4,Chaco,0.512,69
2020,4,Chaco,0.625,225
2020,4,Chaco,0.75,7
2020,4,Chaco,1200.0,2319
2020,4,Chaco,1500.0,25
2020,4,Chaco,2200.0,1150
2020,4,Chaco,3200.0,7956
2020,4,Chaco,4000.0,1184
2020,4,Chaco,4500.0,385
2020,4,Chaco,6000.0,957
2020,4,Chaco,6400.0,10807
2020,4,Chaco,7500.0,624
2020,4,Chaco,9000.0,510
2020,4,Chaco,10000.0,1
2020,4,Chaco,10100.0,21344
2020,4,Chaco,12300.0,18252
2020,4,Chaco,16000.0,1612
2020,4,Chaco,19000.0,715
2020,4,Chaco,20500.0,6223
2020,4,Chaco,25100.0,3645
2020,4,Chaco,31000.0,12056
2020,4,Chaco,50100.0,28481
2020,4,Chaco,100100.0,10604
2020,4,Chaco,320000.0,1822
2020,4,Chaco,512000.0,34
2020,4,Chaco,7000000.0,8
2020,4,Chubut,0.256,4402
2020,4,Chubut,0.375,8
2020,4,Chubut,0.512,66
2020,4,Chubut,0.75,32
2020,4,Chubut,1000.0,4
2020,4,Chubut,1200.0,880
2020,4,Chubut,2200.0,5175
2020,4,Chubut,3200.0,22554
2020,4,Chubut,4000.0,73
2020,4,Chubut,4500.0,550
2020,4,Chubut,6000.0,470
2020,4,Chubut,6400.0,58560
2020,4,Chubut,9000.0,94
2020,4,Chubut,10000.0,2170
2020,4,Chubut,10100.0,19560
2020,4,Chubut,12300.0,11015
2020,4,Chubut,16000.0,1007
2020,4,Chubut,20500.0,24
2020,4,Chubut,25100.0,2586
2020,4,Chubut,31000.0,232
2020,4,Chubut,41000.0,3
2020,4,Chubut,50100.0,999
2020,4,Chubut,100100.0,109
2020,4,Chubut,203000.0,1
2020,4,Córdoba,0.256,13568
2020,4,Córdoba,0.375,2
2020,4,Córdoba,0.512,81
2020,4,Córdoba,0.75,36
2020,4,Córdoba,1200.0,16318
2020,4,Córdoba,2000.0,7
2020,4,Córdoba,2200.0,13229
2020,4,Córdoba,2500.0,27
2020,4,Córdoba,3200.0,54708
2020,4,Córdoba,3500.0,6
2020,4,Córdoba,4000.0,5026
2020,4,Córdoba,4500.0,14254
2020,4,Córdoba,6000.0,13426
2020,4,Córdoba,6400.0,99441
2020,4,Córdoba,6700.0,907
2020,4,Córdoba,7000.0,14
2020,4,Córdoba,7500.0,2081
2020,4,Córdoba,9000.0,10069
2020,4,Córdoba,10000.0,2038
2020,4,Córdoba,10100.0,121060
2020,4,Córdoba,11000.0,1
2020,4,Córdoba,12000.0,1
2020,4,Córdoba,12300.0,16202
2020,4,Córdoba,14000.0,4
2020,4,Córdoba,15000.0,9
2020,4,Córdoba,16000.0,16658
2020,4,Córdoba,17000.0,100
2020,4,Córdoba,19000.0,10547
2020,4,Córdoba,20500.0,38699
2020,4,Córdoba,25000.0,2
2020,4,Córdoba,25100.0,58309
2020,4,Córdoba,25110.0,2
2020,4,Córdoba,26000.0,25
2020,4,Córdoba,31000.0,11683
2020,4,Córdoba,36000.0,2
2020,4,Córdoba,41000.0,68
2020,4,Córdoba,50100.0,295730
2020,4,Córdoba,61000.0,4638
2020,4,Córdoba,71000.0,134
2020,4,Córdoba,77000.0,1
2020,4,Córdoba,100100.0,72740
2020,4,Córdoba,122000.0,35
2020,4,Córdoba,145000.0,1
2020,4,Córdoba,155000.0,16
2020,4,Córdoba,203000.0,22
2020,4,Córdoba,234000.0,486
2020,4,Córdoba,320000.0,9451
2020,4,Córdoba,450000.0,2
2020,4,Córdoba,512000.0,818
2020,4,Córdoba,768000.0,1
2020,4,Córdoba,900000.0,1
2020,4,Córdoba,1024000.0,12
2020,4,Córdoba,2048000.0,3
2020,4,Corrientes,0.256,4985
2020,4,Corrientes,0.512,10
2020,4,Corrientes,0.75,57
2020,4,Corrientes,1200.0,4230
2020,4,Corrientes,2200.0,1796
2020,4,Corrientes,3200.0,8983
2020,4,Corrientes,4500.0,1665
2020,4,Corrientes,6000.0,1193
2020,4,Corrientes,6400.0,14560
2020,4,Corrientes,9000.0,3513
2020,4,Corrientes,10100.0,22808
2020,4,Corrientes,12300.0,16816
2020,4,Corrientes,16000.0,1712
2020,4,Corrientes,17000.0,1093
2020,4,Corrientes,19000.0,629
2020,4,Corrientes,20500.0,5437
2020,4,Corrientes,25100.0,2381
2020,4,Corrientes,31000.0,7002
2020,4,Corrientes,50100.0,18193
2020,4,Corrientes,100100.0,7220
2020,4,Corrientes,320000.0,1375
2020,4,Corrientes,1075000.0,1
2020,4,Entre Ríos,0.256,14654
2020,4,Entre Ríos,0.375,1
2020,4,Entre Ríos,0.512,18
2020,4,Entre Ríos,0.75,86
2020,4,Entre Ríos,1200.0,6681
2020,4,Entre Ríos,2200.0,5185
2020,4,Entre Ríos,3200.0,12614
2020,4,Entre Ríos,4500.0,1117
2020,4,Entre Ríos,6000.0,3311
2020,4,Entre Ríos,6400.0,39662
2020,4,Entre Ríos,7500.0,2106
2020,4,Entre Ríos,9000.0,1566
2020,4,Entre Ríos,10100.0,49884
2020,4,Entre Ríos,12300.0,30230
2020,4,Entre Ríos,16000.0,4151
2020,4,Entre Ríos,17000.0,3
2020,4,Entre Ríos,19000.0,2016
2020,4,Entre Ríos,20500.0,4355
2020,4,Entre Ríos,25100.0,5864
2020,4,Entre Ríos,31000.0,10736
2020,4,Entre Ríos,41000.0,1
2020,4,Entre Ríos,50100.0,39279
2020,4,Entre Ríos,50250.0,1
2020,4,Entre Ríos,100100.0,12171
2020,4,Entre Ríos,155000.0,1
2020,4,Entre Ríos,320000.0,1654
2020,4,Entre Ríos,512000.0,6
2020,4,Entre Ríos,640000.0,2
2020,4,Entre Ríos,850000.0,1
2020,4,Entre Ríos,1024000.0,2
2020,4,Entre Ríos,2000000.0,1
2020,4,Entre Ríos,2048000.0,1
2020,4,Entre Ríos,2529000.0,1
2020,4,Entre Ríos,3072000.0,20
2020,4,Formosa,0.256,1680
2020,4,Formosa,0.512,49
2020,4,Formosa,0.75,7
2020,4,Formosa,1200.0,704
2020,4,Formosa,2200.0,1925
2020,4,Formosa,3200.0,10503
2020,4,Formosa,4500.0,2979
2020,4,Formosa,6000.0,2092
2020,4,Formosa,6400.0,5337
2020,4,Formosa,7500.0,2
2020,4,Formosa,10100.0,7604
2020,4,Formosa,12300.0,370
2020,4,Formosa,16000.0,487
2020,4,Formosa,19000.0,573
2020,4,Formosa,20500.0,5751
2020,4,Formosa,25100.0,784
2020,4,Formosa,31000.0,413
2020,4,Formosa,41000.0,3
2020,4,Formosa,50100.0,6367
2020,4,Formosa,100100.0,2355
2020,4,Formosa,320000.0,221
2020,4,Jujuy,0.256,2811
2020,4,Jujuy,0.512,27
2020,4,Jujuy,0.75,22
2020,4,Jujuy,1200.0,1443
2020,4,Jujuy,2200.0,2954
2020,4,Jujuy,3200.0,5745
2020,4,Jujuy,4500.0,2289
2020,4,Jujuy,6000.0,4090
2020,4,Jujuy,6400.0,7433
2020,4,Jujuy,7500.0,10
2020,4,Jujuy,9000.0,1
2020,4,Jujuy,10100.0,14368
2020,4,Jujuy,12300.0,22759
2020,4,Jujuy,16000.0,563
2020,4,Jujuy,19000.0,4
2020,4,Jujuy,20500.0,21604
2020,4,Jujuy,25100.0,6
2020,4,Jujuy,31000.0,440
2020,4,Jujuy,50100.0,13929
2020,4,Jujuy,54000.0,1
2020,4,Jujuy,68000.0,1
2020,4,Jujuy,81000.0,1
2020,4,Jujuy,100100.0,4423
2020,4,Jujuy,155000.0,1
2020,4,Jujuy,320000.0,137
2020,4,Jujuy,512000.0,36
2020,4,Jujuy,520000.0,745
2020,4,Jujuy,7000000.0,8
2020,4,La Pampa,0.256,2520
2020,4,La Pampa,0.375,1
2020,4,La Pampa,0.512,236
2020,4,La Pampa,0.75,61
2020,4,La Pampa,1000.0,313
2020,4,La Pampa,1200.0,2641
2020,4,La Pampa,2200.0,4786
2020,4,La Pampa,3200.0,11236
2020,4,La Pampa,4500.0,3110
2020,4,La Pampa,6000.0,1402
2020,4,La Pampa,6400.0,47250
2020,4,La Pampa,7500.0,5
2020,4,La Pampa,9000.0,2
2020,4,La Pampa,10100.0,8117
2020,4,La Pampa,12300.0,44
2020,4,La Pampa,16000.0,3962
2020,4,La Pampa,17000.0,30
2020,4,La Pampa,19000.0,35
2020,4,La Pampa,20500.0,2491
2020,4,La Pampa,24000.0,46
2020,4,La Pampa,25100.0,266
2020,4,La Pampa,29000.0,53
2020,4,La Pampa,31000.0,2031
2020,4,La Pampa,50100.0,5994
2020,4,La Pampa,64000.0,148
2020,4,La Pampa,100100.0,115
2020,4,La Rioja,0.512,9
2020,4,La Rioja,0.75,9
2020,4,La Rioja,1200.0,688
2020,4,La Rioja,3200.0,1214
2020,4,La Rioja,4000.0,31589
2020,4,La Rioja,4500.0,1
2020,4,La Rioja,6400.0,3415
2020,4,La Rioja,10100.0,6060
2020,4,La Rioja,16000.0,4104
2020,4,La Rioja,20500.0,529
2020,4,La Rioja,31000.0,181
2020,4,La Rioja,50100.0,2392
2020,4,La Rioja,100100.0,2538
2020,4,La Rioja,203000.0,1
2020,4,La Rioja,320000.0,48
2020,4,Mendoza,0.256,2570
2020,4,Mendoza,0.375,1
2020,4,Mendoza,0.512,20
2020,4,Mendoza,0.75,7
2020,4,Mendoza,1000.0,9
2020,4,Mendoza,1200.0,1825
2020,4,Mendoza,2200.0,2761
2020,4,Mendoza,3200.0,8268
2020,4,Mendoza,4000.0,14
2020,4,Mendoza,4500.0,3560
2020,4,Mendoza,6000.0,2864
2020,4,Mendoza,6400.0,127051
2020,4,Mendoza,7500.0,689
2020,4,Mendoza,9000.0,871
2020,4,Mendoza,10000.0,4143
2020,4,Mendoza,10100.0,5469
2020,4,Mendoza,12300.0,35582
2020,4,Mendoza,16000.0,1073
2020,4,Mendoza,20500.0,3741
2020,4,Mendoza,25000.0,930
2020,4,Mendoza,25100.0,10
2020,4,Mendoza,31000.0,2448
2020,4,Mendoza,37000.0,59
2020,4,Mendoza,41000.0,10
2020,4,Mendoza,50100.0,8272
2020,4,Mendoza,61000.0,1
2020,4,Mendoza,100100.0,2859
2020,4,Mendoza,203000.0,11
2020,4,Mendoza,320000.0,266
2020,4,Mendoza,450000.0,1
2020,4,Mendoza,512000.0,45
2020,4,Mendoza,640000.0,23
2020,4,Misiones,0.256,7001
2020,4,Misiones,0.512,47
2020,4,Misiones,0.75,4
2020,4,Misiones,1200.0,3956
2020,4,Misiones,2200.0,7903
2020,4,Misiones,3200.0,7751
2020,4,Misiones,4500.0,496
2020,4,Misiones,6000.0,4263
2020,4,Misiones,6400.0,16143
2020,4,Misiones,7500.0,305
2020,4,Misiones,9000.0,201
2020,4,Misiones,10000.0,3
2020,4,Misiones,10100.0,25569
2020,4,Misiones,12000.0,4
2020,4,Misiones,12300.0,16485
2020,4,Misiones,15000.0,1
2020,4,Misiones,16000.0,1975
2020,4,Misiones,17000.0,1
2020,4,Misiones,19000.0,785
2020,4,Misiones,20500.0,7194
2020,4,Misiones,22000.0,37
2020,4,Misiones,25100.0,3119
2020,4,Misiones,31000.0,11654
2020,4,Misiones,46000.0,28
2020,4,Misiones,50100.0,23802
2020,4,Misiones,100100.0,7349
2020,4,Misiones,120000.0,1
2020,4,Misiones,205000.0,1
2020,4,Misiones,275000.0,1
2020,4,Misiones,320000.0,1057
2020,4,Misiones,480000.0,1
2020,4,Misiones,512000.0,20
2020,4,Misiones,950000.0,1
2020,4,Misiones,2048000.0,3
2020,4,Neuquén,0.256,5720
2020,4,Neuquén,0.512,45
2020,4,Neuquén,0.75,71
2020,4,Neuquén,1000.0,1
2020,4,Neuquén,1200.0,556
2020,4,Neuquén,2200.0,2220
2020,4,Neuquén,3200.0,6889
2020,4,Neuquén,4000.0,6938
