anio,trimestre,provincia_id,accesos100hab,accesos100hog
2022,2,PR07,8.11,30.78
2022,2,PR08,11.68,39.05
2022,2,PR09,5.8,22.8
2022,2,PR10,4.87,19.03
2022,2,PR11,19.02,57.74
2022,2,PR12,6.69,25.15
2022,2,PR13,6.93,24.83
2022,2,PR14,6.08,22.31
2022,2,PR15,10.68,35.88
2022,2,PR16,8.78,28.55
2022,2,PR17,6.32,26.08
2022,2,PR18,7.76,30.47
2022,2,PR19,5.0,17.46
2022,2,PR20,6.34,21.31
2022,2,PR21,14.45,45.96
2022,2,PR22,6.43,25.9
2022,2,PR23,11.05,37.26
2022,2,PR24,9.97,40.25
2022,3,PR01,17.74,53.56
2022,3,PR02,50.97,123.0
2022,3,PR03,6.16,24.23
2022,3,PR04,5.43,20.33
2022,3,PR05,9.46,30.85
2022,3,PR06,12.93,42.22
2022,3,PR07,8.02,30.44
2022,3,PR08,11.33,37.88
2022,3,PR09,5.82,22.86
2022,3,PR10,4.66,18.23
2022,3,PR11,18.45,55.99
2022,3,PR12,6.45,24.24
2022,3,PR13,6.94,24.89
2022,3,PR14,6.06,22.26
2022,3,PR15,10.98,36.89
2022,3,PR16,8.69,28.26
2022,3,PR17,6.15,25.39
2022,3,PR18,7.74,30.39
2022,3,PR19,4.98,17.41
2022,3,PR20,6.21,20.87
2022,3,PR21,14.06,44.7
2022,3,PR22,6.39,25.75
2022,3,PR23,10.98,37.04
2022,3,PR24,9.64,38.94
2022,4,PR01,17.76,53.5
2022,4,PR02,50.8,122.73
2022,4,PR03,6.02,23.65
2022,4,PR04,5.35,20.01
2022,4,PR05,8.7,28.4
2022,4,PR06,13.11,42.82
2022,4,PR07,7.91,30.06
2022,4,PR08,11.51,38.5
2022,4,PR09,5.79,22.77
2022,4,PR10,4.6,18.01
2022,4,PR11,18.45,55.99
2022,4,PR12,6.47,24.29
2022,4,PR13,8.15,29.21
2022,4,PR14,6.03,22.12
2022,4,PR15,10.29,34.57
2022,4,PR16,8.96,29.14
2022,4,PR17,6.03,24.91
2022,4,PR18,6.73,26.42
2022,4,PR19,5.42,18.95
2022,4,PR20,6.22,20.91
2022,4,PR21,13.83,43.97
2022,4,PR22,6.61,26.62
2022,4,PR23,8.47,28.56
2022,4,PR24,9.56,38.6
2023,1,PR01,16.8,50.96
2023,1,PR02,47.2,113.63
2023,1,PR03,6.79,26.7
2023,1,PR04,6.66,24.9
2023,1,PR05,9.33,30.43
2023,1,PR06,15.27,49.87
2023,1,PR07,7.45,28.29
2023,1,PR08,12.86,43.01
2023,1,PR09,5.45,21.41
2023,1,PR10,5.92,23.14
2023,1,PR11,19.0,57.66
2023,1,PR12,6.54,24.58
2023,1,PR13,8.68,31.1
2023,1,PR14,6.8,24.96
2023,1,PR15,9.45,31.76
2023,1,PR16,9.07,29.48
2023,1,PR17,7.17,29.61
2023,1,PR18,7.69,30.18
2023,1,PR19,5.73,20.01
2023,1,PR20,6.15,20.66
2023,1,PR21,16.98,54.0
2023,1,PR22,6.61,26.64
2023,1,PR23,9.77,32.95
2023,1,PR24,10.23,41.29
2023,2,PR01,13.35,40.4
2023,2,PR02,36.06,86.91
2023,2,PR03,5.08,19.98
2023,2,PR04,4.83,18.07
2023,2,PR05,9.76,31.84
2023,2,PR06,12.53,40.93
2023,2,PR07,7.47,28.37
2023,2,PR08,10.82,36.18
2023,2,PR09,5.54,21.77
2023,2,PR10,3.94,15.4
2023,2,PR11,18.82,57.11
2023,2,PR12,5.96,22.38
2023,2,PR13,8.47,30.36
2023,2,PR14,5.77,21.19
2023,2,PR15,11.21,37.67
2023,2,PR16,8.72,28.35
2023,2,PR17,5.44,22.47
2023,2,PR18,8.15,32.01
2023,2,PR19,5.18,18.09
2023,2,PR20,6.38,21.44
2023,2,PR21,13.58,43.18
2023,2,PR22,6.28,25.3
2023,2,PR23,11.47,38.68
2023,2,PR24,8.96,36.19
2023,3,PR01,18.17,54.85
2023,3,PR02,54.62,131.8
2023,3,PR03,5.07,19.92
2023,3,PR04,4.69,17.56
2023,3,PR05,9.72,31.71
2023,3,PR06,12.44,40.63
2023,3,PR07,7.32,27.79
2023,3,PR08,10.73,35.87
2023,3,PR09,5.65,22.21
2023,3,PR10,3.74,14.61
2023,3,PR11,18.78,56.99
2023,3,PR12,5.93,22.26
2023,3,PR13,8.53,30.58
2023,3,PR14,5.58,20.48
2023,3,PR15,11.23,37.71
2023,3,PR16,8.88,28.87
2023,3,PR17,5.44,22.45
2023,3,PR18,8.13,31.93
2023,3,PR19,5.16,18.04
2023,3,PR20,6.34,21.31
2023,3,PR21,13.14,41.78
2023,3,PR22,6.16,24.83
2023,3,PR23,11.4,38.44
2023,3,PR24,8.88,35.83
2023,4,PR01,17.87,53.84
2023,4,PR02,53.68,129.69
2023,4,PR03,4.88,19.2
2023,4,PR04,4.46,16.7
2023,4,PR05,8.69,28.34
2023,4,PR06,12.75,41.64
2023,4,PR07,7.1,26.97
2023,4,PR08,10.45,34.96
2023,4,PR09,5.89,23.16
2023,4,PR10,3.59,14.03
2023,4,PR11,18.78,57.0
2023,4,PR12,5.82,21.85
2023,4,PR13,9.44,33.83
2023,4,PR14,5.38,19.75
2023,4,PR15,10.13,34.03
2023,4,PR16,9.25,30.08
2023,4,PR17,5.23,21.59
2023,4,PR18,6.82,26.76
2023,4,PR19,5.46,19.09
2023,4,PR20,6.04,20.29
2023,4,PR21,12.74,40.51
2023,4,PR22,6.02,24.25
2023,4,PR23,8.42,28.4
2023,4,PR24,8.62,34.81
2024,1,PR01,16.1,51.65
2024,1,PR02,46.05,110.83
2024,1,PR03,6.29,25.79
2024,1,PR04,6.16,24.17
2024,1,PR05,8.78,31.02
2024,1,PR06,14.15,48.55
2024,1,PR07,6.92,27.38
2024,1,PR08,11.92,41.68
2024,1,PR09,4.96,20.27
2024,1,PR10,5.43,22.4
2024,1,PR11,17.97,56.8
2024,1,PR12,5.96,23.86
2024,1,PR13,8.35,31.42
2024,1,PR14,6.41,24.83
2024,1,PR15,8.84,31.6
2024,1,PR16,8.89,30.76
2024,1,PR17,6.55,28.72
2024,1,PR18,7.38,30.5
2024,1,PR19,5.46,20.27
2024,1,PR20,5.44,20.61
2024,1,PR21,16.46,54.34
2024,1,PR22,6.18,26.16
2024,1,PR23,8.88,33.78
2024,1,PR24,9.36,40.02
2024,2,PR01,11.39,36.44
2024,2,PR02,27.59,66.46
2024,2,PR03,6.12,25.09
2024,2,PR04,6.01,23.55
2024,2,PR05,8.71,30.78
2024,2,PR06,13.82,47.42
2024,2,PR07,6.74,26.67
2024,2,PR08,11.62,40.62
2024,2,PR09,4.82,19.68
2024,2,PR10,5.29,21.78
2024,2,PR11,17.52,55.37
2024,2,PR12,5.79,23.18
2024,2,PR13,8.33,31.34
2024,2,PR14,6.25,24.2
2024,2,PR15,8.73,31.17
2024,2,PR16,8.85,30.59
2024,2,PR17,6.37,27.91
2024,2,PR18,7.36,30.42
2024,2,PR19,5.44,20.2
2024,2,PR20,5.41,20.48
2024,2,PR21,16.11,53.17
2024,2,PR22,6.06,25.68
2024,2,PR23,8.83,33.57
2024,2,PR24,9.1,38.9
2024,3,PR01,15.3,48.84
2024,3,PR02,43.19,104.17
2024,3,PR03,5.99,24.55
2024,3,PR04,5.89,23.08
2024,3,PR05,8.68,30.65
2024,3,PR06,13.59,46.6
2024,3,PR07,6.61,26.12
2024,3,PR08,11.39,39.8
2024,3,PR09,4.72,19.25
2024,3,PR10,5.17,21.31
2024,3,PR11,17.17,54.24
2024,3,PR12,5.66,22.66
2024,3,PR13,8.31,31.26
2024,3,PR14,6.13,23.72
2024,3,PR15,8.7,31.06
2024,3,PR16,8.81,30.43
2024,3,PR17,6.23,27.29
2024,3,PR18,7.34,30.34
2024,3,PR19,5.43,20.14
2024,3,PR20,5.38,20.35
2024,3,PR21,15.84,52.28
2024,3,PR22,5.98,25.29
2024,3,PR23,8.78,33.36
2024,3,PR24,8.9,38.04
2024,4,PR01,15.73,50.1
2024,4,PR02,49.73,120.06
2024,4,PR03,3.88,15.88
2024,4,PR04,3.47,13.59
2024,4,PR05,7.59,26.78
2024,4,PR06,11.3,38.76
2024,4,PR07,5.91,23.36
2024,4,PR08,8.98,31.38
2024,4,PR09,5.5,22.43
2024,4,PR10,2.62,10.78
2024,4,PR11,16.53,52.23
2024,4,PR12,4.93,19.71
2024,4,PR13,8.81,33.14
2024,4,PR14,4.23,16.34
2024,4,PR15,8.91,31.8
2024,4,PR16,8.65,29.87
2024,4,PR17,4.33,18.95
2024,4,PR18,6.11,25.24
2024,4,PR19,4.95,18.38
2024,4,PR20,5.08,19.23
2024,4,PR21,10.88,35.9
2024,4,PR22,5.08,21.5
2024,4,PR23,7.11,27.0
2024,4,PR24,7.25,30.97
2025,1,PR01,15.65,50.22
2025,1,PR02,50.68,121.97
2025,1,PR03,3.88,15.89
2025,1,PR04,3.51,13.75
2025,1,PR05,8.16,28.83
2025,1,PR06,11.47,39.36
2025,1,PR07,5.9,23.36
2025,1,PR08,8.81,30.8
2025,1,PR09,5.58,22.78
2025,1,PR10,2.55,10.5
2025,1,PR11,16.35,51.69
2025,1,PR12,5.11,20.45
2025,1,PR13,8.63,32.47
2025,1,PR14,4.14,16.02
2025,1,PR15,8.99,32.14
2025,1,PR16,8.71,30.12
2025,1,PR17,4.22,18.52
2025,1,PR18,6.88,28.44
2025,1,PR19,5.18,19.25
2025,1,PR20,5.03,19.06
2025,1,PR21,10.93,36.07
2025,1,PR22,5.1,21.62
2025,1,PR23,8.24,31.34
2025,1,PR24,7.2,30.8
