anio,trimestre,provincia_id,velocidad,accesos,velocidad_id
2017,4,PR15,1000.0,1075,VEL7
2017,4,PR15,1200.0,1297,VEL7
2017,4,PR15,2200.0,212,VEL7
2017,4,PR15,3200.0,316,VEL7
2017,4,PR15,4000.0,26902,VEL7
2017,4,PR15,4500.0,104,VEL7
2017,4,PR15,6000.0,122,VEL7
2017,4,PR15,6400.0,40380,VEL7
2017,4,PR15,9000.0,808,VEL7
2017,4,PR15,10100.0,517,VEL7
2017,4,PR15,12300.0,20777,VEL7
2017,4,PR15,16000.0,7,VEL7
2017,4,PR15,19000.0,1863,VEL7
2017,4,PR15,20500.0,134,VEL7
2017,4,PR15,25100.0,7327,VEL7
2017,4,PR15,31000.0,242,VEL7
2017,4,PR15,50100.0,5579,VEL7
2017,4,PR15,100100.0,680,VEL7
2017,4,PR16,0.256,3719,VEL1
2017,4,PR16,0.512,409,VEL2
2017,4,PR16,1000.0,198,VEL7
2017,4,PR16,1200.0,5400,VEL7
2017,4,PR16,2200.0,2161,VEL7
2017,4,PR16,3200.0,525,VEL7
2017,4,PR16,4000.0,3939,VEL7
2017,4,PR16,4500.0,267,VEL7
2017,4,PR16,6000.0,838,VEL7
2017,4,PR16,6400.0,73348,VEL7
2017,4,PR16,9000.0,73,VEL7
2017,4,PR16,10100.0,412,VEL7
2017,4,PR16,12300.0,11382,VEL7
2017,4,PR16,16000.0,21,VEL7
2017,4,PR16,19000.0,1020,VEL7
2017,4,PR16,20500.0,79,VEL7
2017,4,PR16,25100.0,3354,VEL7
2017,4,PR16,31000.0,128,VEL7
2017,4,PR16,41000.0,2,VEL7
2017,4,PR16,50100.0,2158,VEL7
2017,4,PR16,100100.0,245,VEL7
2017,4,PR17,0.512,636,VEL2
2017,4,PR17,1000.0,132,VEL7
2017,4,PR17,1200.0,4143,VEL7
2017,4,PR17,2200.0,15,VEL7
2017,4,PR17,3200.0,158,VEL7
2017,4,PR17,4000.0,21608,VEL7
2017,4,PR17,6000.0,6,VEL7
2017,4,PR17,6400.0,51497,VEL7
2017,4,PR17,9000.0,7733,VEL7
2017,4,PR17,10100.0,25109,VEL7
2017,4,PR17,12300.0,5668,VEL7
2017,4,PR17,16000.0,189,VEL7
2017,4,PR17,20500.0,13111,VEL7
2017,4,PR17,25100.0,3229,VEL7
2017,4,PR17,31000.0,359,VEL7
2017,4,PR17,50100.0,45,VEL7
2017,4,PR17,155000.0,10,VEL7
2017,4,PR18,0.512,22,VEL2
2017,4,PR18,1000.0,1031,VEL7
2017,4,PR18,1200.0,31,VEL7
2017,4,PR18,3200.0,27,VEL7
2017,4,PR18,4000.0,1677,VEL7
2017,4,PR18,6000.0,1,VEL7
2017,4,PR18,6400.0,55820,VEL7
2017,4,PR18,9000.0,1,VEL7
2017,4,PR18,10100.0,8,VEL7
2017,4,PR18,31000.0,4,VEL7
2017,4,PR19,0.256,1902,VEL1
2017,4,PR19,0.512,59,VEL2
2017,4,PR19,1000.0,1,VEL7
2017,4,PR19,1200.0,100,VEL7
2017,4,PR19,3200.0,5,VEL7
2017,4,PR19,4000.0,1136,VEL7
2017,4,PR19,6000.0,1,VEL7
2017,4,PR19,6400.0,11680,VEL7
2017,4,PR19,9000.0,7,VEL7
2017,4,PR19,10100.0,1,VEL7
2017,4,PR19,25100.0,1,VEL7
2017,4,PR19,31000.0,7,VEL7
2017,4,PR20,0.512,68,VEL2
2017,4,PR20,1200.0,78,VEL7
2017,4,PR20,2200.0,143,VEL7
2017,4,PR20,3200.0,2972,VEL7
2017,4,PR20,4000.0,6294,VEL7
2017,4,PR20,6000.0,1610,VEL7
2017,4,PR20,6400.0,18054,VEL7
2017,4,PR20,9000.0,2,VEL7
2017,4,PR20,10100.0,653,VEL7
2017,4,PR20,16000.0,66,VEL7
2017,4,PR20,20500.0,34,VEL7
2017,4,PR20,31000.0,1,VEL7
2017,4,PR20,41000.0,3,VEL7
2017,4,PR21,0.256,14119,VEL1
2017,4,PR21,0.512,3109,VEL2
2017,4,PR21,1000.0,7637,VEL7
2017,4,PR21,1200.0,26495,VEL7
2017,4,PR21,2200.0,3994,VEL7
2017,4,PR21,3200.0,10009,VEL7
2017,4,PR21,4000.0,93221,VEL7
2017,4,PR21,4500.0,8068,VEL7
2017,4,PR21,6000.0,3785,VEL7
2017,4,PR21,6400.0,190921,VEL7
2017,4,PR21,7500.0,45,VEL7
2017,4,PR21,9000.0,28663,VEL7
2017,4,PR21,10100.0,80231,VEL7
2017,4,PR21,12300.0,81931,VEL7
2017,4,PR21,14000.0,1,VEL7
2017,4,PR21,16000.0,5213,VEL7
2017,4,PR21,19000.0,8289,VEL7
2017,4,PR21,20500.0,55895,VEL7
2017,4,PR21,22000.0,24,VEL7
2017,4,PR21,25100.0,27074,VEL7
2017,4,PR21,31000.0,3877,VEL7
2017,4,PR21,36000.0,387,VEL7
2017,4,PR21,41000.0,2,VEL7
2017,4,PR21,46000.0,77,VEL7
2017,4,PR21,50100.0,14755,VEL7
2017,4,PR21,61000.0,1,VEL7
2017,4,PR21,97000.0,1,VEL7
2017,4,PR21,100100.0,2538,VEL7
2017,4,PR21,155000.0,1602,VEL7
2017,4,PR22,0.512,41,VEL2
2017,4,PR22,1000.0,909,VEL7
2017,4,PR22,1200.0,2182,VEL7
2017,4,PR22,2200.0,13,VEL7
2017,4,PR22,3200.0,3,VEL7
2017,4,PR22,4000.0,28772,VEL7
2017,4,PR22,6400.0,14756,VEL7
2017,4,PR22,9000.0,11710,VEL7
2017,4,PR22,10100.0,7063,VEL7
2017,4,PR22,16000.0,27,VEL7
2017,4,PR22,20500.0,3332,VEL7
2017,4,PR22,25100.0,16,VEL7
2017,4,PR22,31000.0,18,VEL7
2017,4,PR23,0.512,6,VEL2
2017,4,PR23,1000.0,282,VEL7
2017,4,PR23,1200.0,28,VEL7
2017,4,PR23,3200.0,4,VEL7
2017,4,PR23,4000.0,9424,VEL7
2017,4,PR23,4500.0,1,VEL7
2017,4,PR23,6400.0,21905,VEL7
2017,4,PR23,10100.0,2,VEL7
2017,4,PR24,0.512,105,VEL2
2017,4,PR24,1000.0,1,VEL7
2017,4,PR24,1200.0,8163,VEL7
2017,4,PR24,3200.0,159,VEL7
2017,4,PR24,4000.0,8017,VEL7
2017,4,PR24,6000.0,9,VEL7
2017,4,PR24,6400.0,70565,VEL7
2017,4,PR24,10100.0,45241,VEL7
2017,4,PR24,16000.0,76,VEL7
2017,4,PR24,20500.0,24242,VEL7
2017,4,PR24,31000.0,1303,VEL7
2017,4,PR24,155000.0,4367,VEL7
2018,1,PR01,0.256,105818,VEL1
2018,1,PR01,0.512,1514,VEL2
2018,1,PR01,1000.0,34849,VEL7
2018,1,PR01,1200.0,39917,VEL7
2018,1,PR01,2200.0,44592,VEL7
2018,1,PR01,3200.0,38995,VEL7
2018,1,PR01,4000.0,123030,VEL7
2018,1,PR01,4500.0,5515,VEL7
2018,1,PR01,6000.0,4783,VEL7
2018,1,PR01,6400.0,1228837,VEL7
2018,1,PR01,7500.0,1806,VEL7
2018,1,PR01,9000.0,11235,VEL7
2018,1,PR01,10000.0,79,VEL7
2018,1,PR01,10100.0,279612,VEL7
2018,1,PR01,12000.0,6,VEL7
2018,1,PR01,12300.0,607979,VEL7
2018,1,PR01,14000.0,2,VEL7
2018,1,PR01,15000.0,1,VEL7
2018,1,PR01,16000.0,47829,VEL7
2018,1,PR01,17000.0,112,VEL7
2018,1,PR01,19000.0,46193,VEL7
2018,1,PR01,20500.0,184556,VEL7
2018,1,PR01,22000.0,1,VEL7
2018,1,PR01,25000.0,2,VEL7
2018,1,PR01,25100.0,202165,VEL7
2018,1,PR01,31000.0,279058,VEL7
2018,1,PR01,41000.0,10,VEL7
2018,1,PR01,50000.0,1,VEL7
2018,1,PR01,50100.0,146463,VEL7
2018,1,PR01,61000.0,1,VEL7
2018,1,PR01,71000.0,2,VEL7
2018,1,PR01,97000.0,1,VEL7
2018,1,PR01,100100.0,34507,VEL7
2018,1,PR01,122000.0,2,VEL7
2018,1,PR01,155000.0,2227,VEL7
2018,1,PR02,0.512,89,VEL2
2018,1,PR02,1000.0,16,VEL7
2018,1,PR02,1200.0,10023,VEL7
2018,1,PR02,2200.0,889,VEL7
2018,1,PR02,3200.0,3142,VEL7
2018,1,PR02,4000.0,248,VEL7
2018,1,PR02,4500.0,1051,VEL7
2018,1,PR02,6000.0,5741,VEL7
2018,1,PR02,6400.0,281495,VEL7
2018,1,PR02,7500.0,21,VEL7
2018,1,PR02,9000.0,92,VEL7
2018,1,PR02,10000.0,5,VEL7
2018,1,PR02,10100.0,222619,VEL7
2018,1,PR02,12000.0,5,VEL7
2018,1,PR02,12300.0,381791,VEL7
2018,1,PR02,16000.0,433,VEL7
2018,1,PR02,17000.0,3,VEL7
2018,1,PR02,18000.0,1,VEL7
2018,1,PR02,19000.0,36086,VEL7
2018,1,PR02,20500.0,69507,VEL7
2018,1,PR02,25000.0,1,VEL7
2018,1,PR02,25100.0,144901,VEL7
2018,1,PR02,31000.0,83068,VEL7
2018,1,PR02,36000.0,7,VEL7
2018,1,PR02,41000.0,23,VEL7
2018,1,PR02,50100.0,100577,VEL7
2018,1,PR02,61000.0,8,VEL7
2018,1,PR02,66000.0,1,VEL7
2018,1,PR02,71000.0,5,VEL7
2018,1,PR02,81000.0,2,VEL7
2018,1,PR02,100100.0,25133,VEL7
2018,1,PR02,120000.0,2,VEL7
2018,1,PR02,122000.0,6,VEL7
2018,1,PR02,131000.0,2,VEL7
2018,1,PR02,155000.0,1601,VEL7
2018,1,PR03,0.256,6500,VEL1
2018,1,PR03,0.512,34,VEL2
2018,1,PR03,1000.0,1,VEL7
2018,1,PR03,1200.0,2895,VEL7
2018,1,PR03,3200.0,43,VEL7
2018,1,PR03,6400.0,14727,VEL7
2018,1,PR03,10100.0,6145,VEL7
2018,1,PR03,16000.0,2,VEL7
2018,1,PR03,20500.0,3537,VEL7
2018,1,PR03,31000.0,41,VEL7
2018,1,PR03,155000.0,4,VEL7
2018,1,PR04,0.256,1035,VEL1
2018,1,PR04,0.512,70,VEL2
2018,1,PR04,1200.0,3261,VEL7
2018,1,PR04,2200.0,22,VEL7
2018,1,PR04,3200.0,41,VEL7
2018,1,PR04,4000.0,1306,VEL7
2018,1,PR04,4500.0,6536,VEL7
2018,1,PR04,6000.0,7,VEL7
2018,1,PR04,6400.0,24604,VEL7
2018,1,PR04,9000.0,8915,VEL7
2018,1,PR04,10100.0,15573,VEL7
2018,1,PR04,12300.0,11516,VEL7
2018,1,PR04,16000.0,25,VEL7
2018,1,PR04,19000.0,639,VEL7
2018,1,PR04,20500.0,11116,VEL7
2018,1,PR04,25100.0,7612,VEL7
2018,1,PR04,31000.0,640,VEL7
2018,1,PR04,36000.0,522,VEL7
2018,1,PR04,46000.0,107,VEL7
2018,1,PR04,50100.0,2788,VEL7
2018,1,PR04,100100.0,373,VEL7
2018,1,PR04,155000.0,74,VEL7
2018,1,PR05,0.256,5010,VEL1
2018,1,PR05,0.512,67,VEL2
2018,1,PR05,1000.0,3084,VEL7
2018,1,PR05,1200.0,1230,VEL7
2018,1,PR05,2200.0,1104,VEL7
2018,1,PR05,3200.0,7760,VEL7
2018,1,PR05,4000.0,7745,VEL7
2018,1,PR05,4500.0,534,VEL7
2018,1,PR05,6000.0,54,VEL7
2018,1,PR05,6400.0,65964,VEL7
2018,1,PR05,9000.0,2543,VEL7
2018,1,PR05,10100.0,2815,VEL7
2018,1,PR05,12300.0,4,VEL7
2018,1,PR05,25100.0,3,VEL7
2018,1,PR05,31000.0,2,VEL7
2018,1,PR05,50100.0,9,VEL7
2018,1,PR06,0.256,10049,VEL1
2018,1,PR06,0.512,281,VEL2
2018,1,PR06,1000.0,3024,VEL7
2018,1,PR06,1200.0,20898,VEL7
2018,1,PR06,2200.0,3313,VEL7
2018,1,PR06,3200.0,11366,VEL7
2018,1,PR06,4000.0,46043,VEL7
2018,1,PR06,4500.0,8596,VEL7
2018,1,PR06,6000.0,5207,VEL7
2018,1,PR06,6400.0,148290,VEL7
2018,1,PR06,7500.0,134,VEL7
2018,1,PR06,9000.0,10646,VEL7
2018,1,PR06,10100.0,93520,VEL7
2018,1,PR06,12000.0,2,VEL7
2018,1,PR06,12300.0,183902,VEL7
2018,1,PR06,16000.0,979,VEL7
2018,1,PR06,19000.0,13662,VEL7
2018,1,PR06,20500.0,67714,VEL7
2018,1,PR06,25100.0,52725,VEL7
2018,1,PR06,31000.0,4423,VEL7
2018,1,PR06,50100.0,22354,VEL7
2018,1,PR06,66000.0,1,VEL7
2018,1,PR06,71000.0,1,VEL7
2018,1,PR06,100100.0,3773,VEL7
2018,1,PR06,155000.0,3088,VEL7
2018,1,PR07,0.512,11,VEL2
2018,1,PR07,1200.0,5005,VEL7
2018,1,PR07,2200.0,1335,VEL7
2018,1,PR07,3200.0,85,VEL7
2018,1,PR07,4000.0,690,VEL7
2018,1,PR07,4500.0,6923,VEL7
2018,1,PR07,6000.0,1,VEL7
2018,1,PR07,6400.0,28118,VEL7
2018,1,PR07,9000.0,8540,VEL7
2018,1,PR07,10100.0,15498,VEL7
2018,1,PR07,12300.0,9977,VEL7
2018,1,PR07,16000.0,9,VEL7
2018,1,PR07,19000.0,645,VEL7
2018,1,PR07,20500.0,8437,VEL7
2018,1,PR07,25100.0,5705,VEL7
2018,1,PR07,31000.0,185,VEL7
2018,1,PR07,36000.0,488,VEL7
2018,1,PR07,46000.0,131,VEL7
2018,1,PR07,50100.0,2283,VEL7
2018,1,PR07,100100.0,341,VEL7
2018,1,PR07,155000.0,13,VEL7
2018,1,PR08,0.512,18,VEL2
2018,1,PR08,1000.0,1,VEL7
2018,1,PR08,1200.0,8860,VEL7
2018,1,PR08,2200.0,4872,VEL7
2018,1,PR08,3200.0,3467,VEL7
2018,1,PR08,4000.0,3541,VEL7
2018,1,PR08,4500.0,19827,VEL7
2018,1,PR08,6000.0,982,VEL7
2018,1,PR08,6400.0,57391,VEL7
2018,1,PR08,9000.0,12878,VEL7
2018,1,PR08,10000.0,1,VEL7
2018,1,PR08,10100.0,32720,VEL7
2018,1,PR08,12300.0,22093,VEL7
2018,1,PR08,16000.0,15,VEL7
2018,1,PR08,19000.0,894,VEL7
2018,1,PR08,20500.0,14399,VEL7
2018,1,PR08,25100.0,9571,VEL7
2018,1,PR08,31000.0,247,VEL7
2018,1,PR08,36000.0,335,VEL7
2018,1,PR08,46000.0,58,VEL7
2018,1,PR08,50100.0,3253,VEL7
2018,1,PR08,71000.0,1,VEL7
2018,1,PR08,100100.0,405,VEL7
2018,1,PR08,155000.0,1019,VEL7
2018,1,PR09,0.512,1110,VEL2
2018,1,PR09,1000.0,191,VEL7
2018,1,PR09,1200.0,3612,VEL7
2018,1,PR09,2200.0,773,VEL7
2018,1,PR09,3200.0,732,VEL7
2018,1,PR09,4000.0,1202,VEL7
2018,1,PR09,4500.0,14,VEL7
2018,1,PR09,6000.0,52,VEL7
2018,1,PR09,6400.0,7319,VEL7
2018,1,PR09,10100.0,5117,VEL7
2018,1,PR09,12300.0,4346,VEL7
2018,1,PR09,16000.0,2,VEL7
2018,1,PR09,19000.0,27,VEL7
2018,1,PR09,20500.0,5686,VEL7
