anio,trimestre,provincia_id,tv_sus_100hab,tv_sus_100hog
2022,3,PR06,29.7,97.02
2022,3,PR07,11.89,45.17
2022,3,PR08,16.36,54.71
2022,3,PR09,11.05,43.42
2022,3,PR10,14.77,57.76
2022,3,PR11,20.33,61.71
2022,3,PR12,5.99,22.49
2022,3,PR13,6.55,23.47
2022,3,PR14,11.07,40.65
2022,3,PR15,10.82,36.34
2022,3,PR16,13.19,42.88
2022,3,PR17,14.67,60.58
2022,3,PR18,4.92,19.32
2022,3,PR19,9.08,31.72
2022,3,PR20,10.92,36.71
2022,3,PR21,21.11,67.15
2022,3,PR22,15.11,60.9
2022,3,PR23,24.01,81.0
2022,3,PR24,7.56,30.52
2022,4,PR01,16.53,48.83
2022,4,PR02,23.97,58.44
2022,4,PR03,12.82,50.39
2022,4,PR04,10.06,37.65
2022,4,PR05,12.52,40.84
2022,4,PR06,29.71,97.05
2022,4,PR07,12.09,45.93
2022,4,PR08,16.43,54.96
2022,4,PR09,11.06,43.45
2022,4,PR10,14.98,58.57
2022,4,PR11,23.13,70.19
2022,4,PR12,5.96,22.4
2022,4,PR13,6.67,23.91
2022,4,PR14,11.17,41.01
2022,4,PR15,11.09,37.24
2022,4,PR16,13.82,44.93
2022,4,PR17,14.79,61.08
2022,4,PR18,4.95,19.44
2022,4,PR19,9.3,32.49
2022,4,PR20,9.52,31.99
2022,4,PR21,21.25,67.59
2022,4,PR22,15.33,61.78
2022,4,PR23,23.98,80.91
2022,4,PR24,7.92,31.98
2023,1,PR01,16.83,49.59
2023,1,PR02,24.48,59.73
2023,1,PR03,12.69,49.87
2023,1,PR04,9.64,36.08
2023,1,PR05,11.97,39.06
2023,1,PR06,29.93,97.77
2023,1,PR07,12.2,46.33
2023,1,PR08,16.27,54.42
2023,1,PR09,12.1,47.53
2023,1,PR10,15.26,59.67
2023,1,PR11,22.5,68.3
2023,1,PR12,6.2,23.28
2023,1,PR13,6.89,24.68
2023,1,PR14,11.03,40.49
2023,1,PR15,11.32,38.03
2023,1,PR16,13.83,44.98
2023,1,PR17,14.67,60.57
2023,1,PR18,5.29,20.76
2023,1,PR19,9.21,32.18
2023,1,PR20,9.28,31.17
2023,1,PR21,21.01,66.83
2023,1,PR22,15.47,62.32
2023,1,PR23,24.2,81.64
2023,1,PR24,8.05,32.5
2023,2,PR01,17.36,51.04
2023,2,PR02,26.59,64.95
2023,2,PR03,12.78,50.23
2023,2,PR04,10.05,37.61
2023,2,PR05,11.86,38.7
2023,2,PR06,31.36,102.43
2023,2,PR07,12.8,48.63
2023,2,PR08,16.91,56.57
2023,2,PR09,12.34,48.48
2023,2,PR10,15.37,60.11
2023,2,PR11,22.44,68.11
2023,2,PR12,6.4,24.06
2023,2,PR13,6.97,24.99
2023,2,PR14,11.24,41.28
2023,2,PR15,12.43,41.76
2023,2,PR16,13.3,43.24
2023,2,PR17,15.33,63.3
2023,2,PR18,5.23,20.52
2023,2,PR19,9.21,32.2
2023,2,PR20,10.02,33.68
2023,2,PR21,21.62,68.75
2023,2,PR22,15.63,62.96
2023,2,PR23,24.45,82.48
2023,2,PR24,8.3,33.51
2023,3,PR01,16.71,49.01
2023,3,PR02,23.68,57.9
2023,3,PR03,13.22,51.98
2023,3,PR04,9.75,36.47
2023,3,PR05,12.23,39.89
2023,3,PR06,29.6,96.67
2023,3,PR07,12.2,46.35
2023,3,PR08,16.35,54.69
2023,3,PR09,12.21,47.98
2023,3,PR10,15.48,60.54
2023,3,PR11,22.36,67.87
2023,3,PR12,8.59,32.28
2023,3,PR13,7.0,25.1
2023,3,PR14,10.85,39.85
2023,3,PR15,10.91,36.65
2023,3,PR16,13.42,43.64
2023,3,PR17,14.81,61.17
2023,3,PR18,5.52,21.68
2023,3,PR19,9.23,32.26
2023,3,PR20,10.49,35.25
2023,3,PR21,20.85,66.32
2023,3,PR22,14.83,59.77
2023,3,PR23,24.47,82.55
2023,3,PR24,7.4,29.86
2023,4,PR01,16.74,48.96
2023,4,PR02,23.29,57.01
2023,4,PR03,12.23,48.07
2023,4,PR04,9.42,35.23
2023,4,PR05,11.97,39.05
2023,4,PR06,28.96,94.59
2023,4,PR07,10.98,41.71
2023,4,PR08,18.08,60.48
2023,4,PR09,12.67,49.79
2023,4,PR10,15.11,59.1
2023,4,PR11,22.13,67.17
2023,4,PR12,5.86,22.03
2023,4,PR13,7.02,25.15
2023,4,PR14,10.21,37.5
2023,4,PR15,9.67,32.49
2023,4,PR16,12.61,41.02
2023,4,PR17,14.7,60.71
2023,4,PR18,5.14,20.18
2023,4,PR19,10.0,34.96
2023,4,PR20,10.62,35.7
2023,4,PR21,19.42,61.77
2023,4,PR22,15.67,63.15
2023,4,PR23,24.28,81.92
2023,4,PR24,7.49,30.25
2024,1,PR01,16.53,48.24
2024,1,PR02,22.88,56.07
2024,1,PR03,11.93,46.89
2024,1,PR04,9.37,35.04
2024,1,PR05,11.89,38.78
2024,1,PR06,28.89,94.36
2024,1,PR07,10.87,41.29
2024,1,PR08,17.93,59.99
2024,1,PR09,15.35,60.32
2024,1,PR10,15.06,58.89
2024,1,PR11,21.73,65.94
2024,1,PR12,5.66,21.28
2024,1,PR13,6.8,24.36
2024,1,PR14,10.07,36.96
2024,1,PR15,9.41,31.61
2024,1,PR16,12.29,39.95
2024,1,PR17,14.95,61.71
2024,1,PR18,4.74,18.62
2024,1,PR19,11.36,39.69
2024,1,PR20,10.01,33.65
2024,1,PR21,19.35,61.54
2024,1,PR22,14.59,58.77
2024,1,PR23,24.17,81.54
2024,1,PR24,7.4,29.89
2024,2,PR01,15.8,45.98
2024,2,PR02,22.48,55.15
2024,2,PR03,12.79,50.29
2024,2,PR04,9.23,34.52
2024,2,PR05,11.92,38.88
2024,2,PR06,28.64,93.54
2024,2,PR07,10.8,41.04
2024,2,PR08,17.91,59.9
2024,2,PR09,15.32,60.2
2024,2,PR10,15.05,58.86
2024,2,PR11,21.43,65.04
2024,2,PR12,5.69,21.36
2024,2,PR13,6.74,24.15
2024,2,PR14,10.14,37.22
2024,2,PR15,9.28,31.17
2024,2,PR16,12.4,40.3
2024,2,PR17,15.03,62.08
2024,2,PR18,4.66,18.29
2024,2,PR19,11.39,39.82
2024,2,PR20,9.91,33.32
2024,2,PR21,19.21,61.1
2024,2,PR22,14.47,58.32
2024,2,PR23,24.27,81.88
2024,2,PR24,7.32,29.57
2024,3,PR01,16.02,46.49
2024,3,PR02,23.13,56.79
2024,3,PR03,12.9,50.71
2024,3,PR04,9.26,34.64
2024,3,PR05,11.91,38.86
2024,3,PR06,28.93,94.51
2024,3,PR07,10.98,41.7
2024,3,PR08,18.13,60.66
2024,3,PR09,15.16,59.56
2024,3,PR10,14.72,57.55
2024,3,PR11,21.25,64.49
2024,3,PR12,5.6,21.05
2024,3,PR13,6.85,24.55
2024,3,PR14,10.42,38.27
2024,3,PR15,9.71,32.63
2024,3,PR16,12.61,41.0
2024,3,PR17,15.01,61.99
2024,3,PR18,4.77,18.72
2024,3,PR19,11.47,40.08
2024,3,PR20,9.84,33.08
2024,3,PR21,19.01,60.47
2024,3,PR22,14.54,58.61
2024,3,PR23,24.4,82.32
2024,3,PR24,7.54,30.46
2024,4,PR01,16.03,46.42
2024,4,PR02,23.64,58.11
2024,4,PR03,13.25,52.08
2024,4,PR04,9.22,34.49
2024,4,PR05,11.99,39.11
2024,4,PR06,29.3,95.7
2024,4,PR07,11.02,41.86
2024,4,PR08,18.3,61.23
2024,4,PR09,15.49,60.88
2024,4,PR10,15.79,61.74
2024,4,PR11,21.39,64.92
2024,4,PR12,5.79,21.77
2024,4,PR13,6.71,24.05
2024,4,PR14,10.37,38.06
2024,4,PR15,9.8,32.94
2024,4,PR16,13.23,43.03
2024,4,PR17,15.12,62.45
2024,4,PR18,4.72,18.53
2024,4,PR19,11.72,40.96
2024,4,PR20,9.73,32.71
2024,4,PR21,19.15,60.91
2024,4,PR22,14.57,58.72
2024,4,PR23,24.27,81.88
2024,4,PR24,7.72,31.17
2025,1,PR01,15.97,46.11
2025,1,PR02,24.15,59.41
2025,1,PR03,12.95,50.93
2025,1,PR04,9.26,34.66
2025,1,PR05,11.88,38.77
2025,1,PR06,29.08,94.98
2025,1,PR07,11.05,41.96
2025,1,PR08,18.24,61.0
2025,1,PR09,15.49,60.86
2025,1,PR10,15.89,62.16
2025,1,PR11,21.2,64.36
2025,1,PR12,5.58,20.98
2025,1,PR13,6.85,24.57
2025,1,PR14,10.12,37.17
2025,1,PR15,9.84,33.08
2025,1,PR16,12.71,41.31
2025,1,PR17,15.02,62.04
2025,1,PR18,4.67,18.33
2025,1,PR19,11.86,41.43
2025,1,PR20,9.08,30.52
2025,1,PR21,18.93,60.21
2025,1,PR22,11.43,46.07
2025,1,PR23,24.19,81.61
2025,1,PR24,7.68,31.02
