provincia_id,partido,localidad,tecnologia,link_indec,accesos
PR01,25 de Mayo,25 de Mayo,ADSL,6854100,529
PR01,25 de Mayo,25 de Mayo,CABLEMODEM,6854100,4600
PR01,25 de Mayo,25 de Mayo,FIBRA OPTICA,6854100,4
PR01,25 de Mayo,25 de Mayo,SATELITAL,6854100,895
PR01,25 de Mayo,25 de Mayo,WIRELESS,6854100,727
PR01,25 de Mayo,Agustín Mosconi,SATELITAL,6854010,13
PR01,25 de Mayo,Del Valle,ADSL,6854020,181
PR01,25 de Mayo,Del Valle,Otros,6854020,10
PR01,25 de Mayo,Del Valle,SATELITAL,6854020,18
PR01,25 de Mayo,Ernestina,ADSL,6854030,75
PR01,25 de Mayo,Ernestina,SATELITAL,6854030,7
PR01,25 de Mayo,Gobernador Ugarte,FIBRA OPTICA,6854040,7
PR01,25 de Mayo,Gobernador Ugarte,SATELITAL,6854040,8
PR01,25 de Mayo,Gobernador Ugarte,WIRELESS,6854040,225
PR01,25 de Mayo,Lucas Monteverde,SATELITAL,6854050,13
PR01,25 de Mayo,Norberto de la Riestra,CABLEMODEM,6854060,782
PR01,25 de Mayo,Norberto de la Riestra,FIBRA OPTICA,6854060,950
PR01,25 de Mayo,Norberto de la Riestra,Otros,6854060,20
PR01,25 de Mayo,Norberto de la Riestra,SATELITAL,6854060,29
PR01,25 de Mayo,Norberto de la Riestra,WIRELESS,6854060,128
PR01,25 de Mayo,Pedernales,ADSL,6854070,372
PR01,25 de Mayo,Pedernales,FIBRA OPTICA,6854070,240
PR01,25 de Mayo,Pedernales,SATELITAL,6854070,10
PR01,25 de Mayo,Pedernales,WIRELESS,6854070,7
PR01,25 de Mayo,San Enrique,SATELITAL,6854080,17
PR01,25 de Mayo,Valdés,SATELITAL,6854090,23
PR01,9 de Julio,12 de Octubre,SATELITAL,6588030,17
PR01,9 de Julio,12 de Octubre,WIRELESS,6588030,19
PR01,9 de Julio,9 de Julio,ADSL,6588100,3147
PR01,9 de Julio,9 de Julio,CABLEMODEM,6588100,3443
PR01,9 de Julio,9 de Julio,DIAL UP,6588100,79
PR01,9 de Julio,9 de Julio,FIBRA OPTICA,6588100,8778
PR01,9 de Julio,9 de Julio,SATELITAL,6588100,69
PR01,9 de Julio,9 de Julio,WIRELESS,6588100,831
PR01,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),ADSL,6588010,450
PR01,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),Otros,6588010,60
PR01,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),SATELITAL,6588010,15
PR01,9 de Julio,Carlos María Naón,FIBRA OPTICA,6588020,62
PR01,9 de Julio,Carlos María Naón,SATELITAL,6588020,10
PR01,9 de Julio,Dudignac,SATELITAL,6588040,12
PR01,9 de Julio,Dudignac,WIRELESS,6588040,474
PR01,9 de Julio,La Aurora  (Est. La Niña),SATELITAL,6588050,13
PR01,9 de Julio,Manuel B. Gonnet  (Est. French),ADSL,6588060,193
PR01,9 de Julio,Manuel B. Gonnet  (Est. French),FIBRA OPTICA,6588060,1
PR01,9 de Julio,Manuel B. Gonnet  (Est. French),SATELITAL,6588060,17
PR01,9 de Julio,Marcelino Ugarte  (Est. Dennehy),SATELITAL,6588070,5
PR01,9 de Julio,Morea,SATELITAL,6588080,4
PR01,9 de Julio,Morea,WIRELESS,6588080,130
PR01,9 de Julio,Norumbega,SATELITAL,6588090,8
PR01,9 de Julio,Patricios,ADSL,6588110,90
PR01,9 de Julio,Patricios,FIBRA OPTICA,6588110,2
PR01,9 de Julio,Patricios,SATELITAL,6588110,7
PR01,9 de Julio,Patricios,WIRELESS,6588110,50
PR01,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),FIBRA OPTICA,6588120,210
PR01,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),SATELITAL,6588120,8
PR01,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),WIRELESS,6588120,42
PR01,Adolfo Alsina,Carhué,ADSL,6007010,732
PR01,Adolfo Alsina,Carhué,DIAL UP,6007010,1
PR01,Adolfo Alsina,Carhué,FIBRA OPTICA,6007010,1417
PR01,Adolfo Alsina,Carhué,Otros,6007010,1
PR01,Adolfo Alsina,Carhué,SATELITAL,6007010,25
PR01,Adolfo Alsina,Carhué,WIRELESS,6007010,1073
PR01,Adolfo Alsina,Colonia San Miguel Arcángel,FIBRA OPTICA,6007020,208
PR01,Adolfo Alsina,Colonia San Miguel Arcángel,SATELITAL,6007020,9
PR01,Adolfo Alsina,Delfín Huergo,SATELITAL,6007030,4
PR01,Adolfo Alsina,Esteban Agustín Gascón,FIBRA OPTICA,6007050,60
PR01,Adolfo Alsina,Esteban Agustín Gascón,SATELITAL,6007050,3
PR01,Adolfo Alsina,La Pala,SATELITAL,6007060,3
PR01,Adolfo Alsina,Maza,FIBRA OPTICA,6007070,390
PR01,Adolfo Alsina,Maza,SATELITAL,6007070,17
PR01,Adolfo Alsina,Maza,WIRELESS,6007070,14
PR01,Adolfo Alsina,Rivera,FIBRA OPTICA,6007080,1310
PR01,Adolfo Alsina,Rivera,SATELITAL,6007080,9
PR01,Adolfo Alsina,Thames,SATELITAL,6007010,3
PR01,Adolfo Alsina,Villa Margarita,SATELITAL,6007100,2
PR01,Adolfo Alsina,Yutuyaco,SATELITAL,6007110,18
PR01,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),ADSL,6014010,355
PR01,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),DIAL UP,6014010,2
PR01,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),FIBRA OPTICA,6014010,943
PR01,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),SATELITAL,6014010,34
PR01,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),WIRELESS,6014010,690
PR01,Adolfo Gonzales Chaves,De la Garma,FIBRA OPTICA,6014020,689
PR01,Adolfo Gonzales Chaves,De la Garma,SATELITAL,6014020,18
PR01,Adolfo Gonzales Chaves,De la Garma,WIRELESS,6014020,53
PR01,Adolfo Gonzales Chaves,Juan E. Barra,SATELITAL,6014030,13
PR01,Adolfo Gonzales Chaves,Juan E. Barra,WIRELESS,6014030,48
PR01,Adolfo Gonzales Chaves,Vásquez,SATELITAL,6014040,3
PR01,Adolfo Gonzales Chaves,Vásquez,WIRELESS,6014040,14
PR01,Alberti,Alberti   (Est. Andrés Vaccarezza),ADSL,6021010,199
PR01,Alberti,Alberti   (Est. Andrés Vaccarezza),DIAL UP,6021010,5
PR01,Alberti,Alberti   (Est. Andrés Vaccarezza),FIBRA OPTICA,6021010,1
PR01,Alberti,Alberti   (Est. Andrés Vaccarezza),SATELITAL,6021010,16
PR01,Alberti,Alberti   (Est. Andrés Vaccarezza),WIRELESS,6021010,2
PR01,Alberti,Coronel Seguí,SATELITAL,6021020,2
PR01,Alberti,Coronel Seguí,WIRELESS,6021020,5
PR01,Alberti,Mechita,ADSL,6021030,285
PR01,Alberti,Mechita,SATELITAL,6021030,7
PR01,Alberti,Pla,SATELITAL,6021040,4
PR01,Alberti,Villa Grisolía  (Est. Achupallas),SATELITAL,6021050,9
PR01,Alberti,Villa María,SATELITAL,6021060,1
PR01,Alberti,Villa Ortiz  (Est. Coronel Mom),SATELITAL,6021070,1
PR01,Alberti,Villa Ortiz  (Est. Coronel Mom),WIRELESS,6021070,24
PR01,Almirante Brown,Adrogué,ADSL,6028010,17
PR01,Almirante Brown,Adrogué,CABLEMODEM,6028010,9137
PR01,Almirante Brown,Adrogué,DIAL UP,6028010,47
PR01,Almirante Brown,Adrogué,FIBRA OPTICA,6028010,13738
PR01,Almirante Brown,Adrogué,Otros,6028010,103
PR01,Almirante Brown,Adrogué,SATELITAL,6028010,17
PR01,Almirante Brown,Adrogué,WIRELESS,6028010,26
PR01,Almirante Brown,Burzaco,ADSL,6028010,29
PR01,Almirante Brown,Burzaco,CABLEMODEM,6028010,16071
PR01,Almirante Brown,Burzaco,DIAL UP,6028010,35
PR01,Almirante Brown,Burzaco,FIBRA OPTICA,6028010,14148
PR01,Almirante Brown,Burzaco,Otros,6028010,9
PR01,Almirante Brown,Burzaco,SATELITAL,6028010,43
PR01,Almirante Brown,Burzaco,WIRELESS,6028010,279
PR01,Almirante Brown,Claypole,ADSL,6028010,3
PR01,Almirante Brown,Claypole,CABLEMODEM,6028010,7533
PR01,Almirante Brown,Claypole,DIAL UP,6028010,3
PR01,Almirante Brown,Claypole,FIBRA OPTICA,6028010,5217
PR01,Almirante Brown,Claypole,Otros,6028010,2
PR01,Almirante Brown,Claypole,SATELITAL,6028010,2
PR01,Almirante Brown,Claypole,WIRELESS,6028010,2
PR01,Almirante Brown,Don Orione,CABLEMODEM,6028010,5404
PR01,Almirante Brown,Don Orione,Otros,6028010,25
PR01,Almirante Brown,Don Orione,SATELITAL,6028010,11
PR01,Almirante Brown,Don Orione,WIRELESS,6028010,1
PR01,Almirante Brown,Glew,CABLEMODEM,6028010,8757
PR01,Almirante Brown,Glew,DIAL UP,6028010,9
PR01,Almirante Brown,Glew,FIBRA OPTICA,6028010,13483
PR01,Almirante Brown,Glew,SATELITAL,6028010,16
PR01,Almirante Brown,Glew,WIRELESS,6028010,54
PR01,Almirante Brown,Jose Mármol,CABLEMODEM,6028010,7267
PR01,Almirante Brown,Jose Mármol,DIAL UP,6028010,1
PR01,Almirante Brown,Jose Mármol,FIBRA OPTICA,6028010,1877
PR01,Almirante Brown,Jose Mármol,Otros,6028010,2
PR01,Almirante Brown,Jose Mármol,SATELITAL,6028010,2
PR01,Almirante Brown,Jose Mármol,WIRELESS,6028010,1
PR01,Almirante Brown,Longchamps,ADSL,6028010,14
PR01,Almirante Brown,Longchamps,CABLEMODEM,6028010,8882
PR01,Almirante Brown,Longchamps,DIAL UP,6028010,20
PR01,Almirante Brown,Longchamps,FIBRA OPTICA,6028010,9572
PR01,Almirante Brown,Longchamps,Otros,6028010,24
PR01,Almirante Brown,Longchamps,SATELITAL,6028010,16
PR01,Almirante Brown,Longchamps,WIRELESS,6028010,1
PR01,Almirante Brown,Malvinas Argentinas,ADSL,6028010,1
PR01,Almirante Brown,Malvinas Argentinas,CABLEMODEM,6028010,4545
PR01,Almirante Brown,Malvinas Argentinas,DIAL UP,6028010,2
PR01,Almirante Brown,Malvinas Argentinas,FIBRA OPTICA,6028010,1960
PR01,Almirante Brown,Malvinas Argentinas,Otros,6028010,4
PR01,Almirante Brown,Malvinas Argentinas,SATELITAL,6028010,5
PR01,Almirante Brown,Malvinas Argentinas,WIRELESS,6028010,1
PR01,Almirante Brown,Ministro Rivadavia,ADSL,6028010,2
PR01,Almirante Brown,Ministro Rivadavia,CABLEMODEM,6028010,3489
PR01,Almirante Brown,Ministro Rivadavia,DIAL UP,6028010,3
PR01,Almirante Brown,Ministro Rivadavia,FIBRA OPTICA,6028010,5001
PR01,Almirante Brown,Ministro Rivadavia,Otros,6028010,1
PR01,Almirante Brown,Ministro Rivadavia,SATELITAL,6028010,19
PR01,Almirante Brown,Ministro Rivadavia,WIRELESS,6028010,1
PR01,Almirante Brown,Rafael Calzada,ADSL,6028010,7
PR01,Almirante Brown,Rafael Calzada,CABLEMODEM,6028010,10808
PR01,Almirante Brown,Rafael Calzada,DIAL UP,6028010,14
PR01,Almirante Brown,Rafael Calzada,FIBRA OPTICA,6028010,11227
PR01,Almirante Brown,Rafael Calzada,Otros,6028010,1
PR01,Almirante Brown,Rafael Calzada,SATELITAL,6028010,3
PR01,Almirante Brown,Rafael Calzada,WIRELESS,6028010,340
PR01,Almirante Brown,San Francisco Solano,ADSL,6028010,2
PR01,Almirante Brown,San Francisco Solano,CABLEMODEM,6028010,4234
PR01,Almirante Brown,San Francisco Solano,DIAL UP,6028010,4
PR01,Almirante Brown,San Francisco Solano,FIBRA OPTICA,6028010,6037
PR01,Almirante Brown,San Francisco Solano,Otros,6028010,1
PR01,Almirante Brown,San Francisco Solano,SATELITAL,6028010,1
PR01,Almirante Brown,San Francisco Solano,WIRELESS,6028010,2
PR01,Almirante Brown,San Jose,ADSL,6028010,1
PR01,Almirante Brown,San Jose,CABLEMODEM,6028010,8640
PR01,Almirante Brown,San Jose,DIAL UP,6028010,1
PR01,Almirante Brown,San Jose,FIBRA OPTICA,6028010,1845
PR01,Almirante Brown,San Jose,Otros,6028010,1
PR01,Almirante Brown,San Jose,SATELITAL,6028010,8
PR01,Almirante Brown,San Jose,WIRELESS,6028010,1
PR01,AMBA,Otros,CABLEMODEM,0,0
PR01,AMBA,Otros,OTROS,0,0
PR01,AMBA,Otros,WIRELESS,0,13
PR01,Arrecifes,Arrecifes,ADSL,6077010,615
PR01,Arrecifes,Arrecifes,CABLEMODEM,6077010,1295
PR01,Arrecifes,Arrecifes,DIAL UP,6077010,12
PR01,Arrecifes,Arrecifes,FIBRA OPTICA,6077010,7422
PR01,Arrecifes,Arrecifes,SATELITAL,6077010,74
PR01,Arrecifes,Arrecifes,WIRELESS,6077010,1210
PR01,Arrecifes,Todd,FIBRA OPTICA,6077020,353
PR01,Arrecifes,Todd,SATELITAL,6077020,4
PR01,Arrecifes,Viña,ADSL,6077030,50
PR01,Arrecifes,Viña,SATELITAL,6077030,8
PR01,Arrecifes,Viña,WIRELESS,6077030,25
PR01,Avellaneda,Area Reserva Cinturón Ecológico,SATELITAL,6035010,25
PR01,Avellaneda,Avellaneda,ADSL,6035010,119
PR01,Avellaneda,Avellaneda,CABLEMODEM,6035010,8282
PR01,Avellaneda,Avellaneda,DIAL UP,6035010,42
PR01,Avellaneda,Avellaneda,FIBRA OPTICA,6035010,9010
PR01,Avellaneda,Avellaneda,Otros,6035010,85
PR01,Avellaneda,Avellaneda,SATELITAL,6035010,36
PR01,Avellaneda,Avellaneda,WIRELESS,6035010,71
PR01,Avellaneda,Crucesita,ADSL,6035010,1
PR01,Avellaneda,Crucesita,CABLEMODEM,6035010,4686
PR01,Avellaneda,Crucesita,FIBRA OPTICA,6035010,3297
PR01,Avellaneda,Crucesita,Otros,6035010,37
PR01,Avellaneda,Crucesita,SATELITAL,6035010,10
PR01,Avellaneda,Dock Sud,ADSL,6035010,11
PR01,Avellaneda,Dock Sud,CABLEMODEM,6035010,593
PR01,Avellaneda,Dock Sud,FIBRA OPTICA,6035010,1913
PR01,Avellaneda,Dock Sud,SATELITAL,6035010,51
PR01,Avellaneda,Dock Sud,WIRELESS,6035010,26
PR01,Avellaneda,Gerli,ADSL,6035010,3
PR01,Avellaneda,Gerli,CABLEMODEM,6035010,5420
PR01,Avellaneda,Gerli,FIBRA OPTICA,6035010,5103
PR01,Avellaneda,Gerli,Otros,6035010,4
PR01,Avellaneda,Gerli,SATELITAL,6035010,15
PR01,Avellaneda,Pineyro,ADSL,6035010,9
PR01,Avellaneda,Pineyro,CABLEMODEM,6035010,5359
PR01,Avellaneda,Pineyro,DIAL UP,6035010,1
PR01,Avellaneda,Pineyro,FIBRA OPTICA,6035010,2858
PR01,Avellaneda,Pineyro,Otros,6035010,3
PR01,Avellaneda,Pineyro,SATELITAL,6035010,9
PR01,Avellaneda,Sarandí,ADSL,6035010,23
PR01,Avellaneda,Sarandí,CABLEMODEM,6035010,8997
PR01,Avellaneda,Sarandí,DIAL UP,6035010,56
PR01,Avellaneda,Sarandí,FIBRA OPTICA,6035010,15854
PR01,Avellaneda,Sarandí,Otros,6035010,37
PR01,Avellaneda,Sarandí,SATELITAL,6035010,31
PR01,Avellaneda,Sarandí,WIRELESS,6035010,1
PR01,Avellaneda,Villa Domínico,ADSL,6035010,15
PR01,Avellaneda,Villa Domínico,CABLEMODEM,6035010,8007
PR01,Avellaneda,Villa Domínico,DIAL UP,6035010,2
PR01,Avellaneda,Villa Domínico,FIBRA OPTICA,6035010,7693
PR01,Avellaneda,Villa Domínico,Otros,6035010,8
PR01,Avellaneda,Villa Domínico,SATELITAL,6035010,17
PR01,Avellaneda,Villa Domínico,WIRELESS,6035010,572
PR01,Avellaneda,Wilde,ADSL,6035010,9
PR01,Avellaneda,Wilde,CABLEMODEM,6035010,11565
PR01,Avellaneda,Wilde,DIAL UP,6035010,60
PR01,Avellaneda,Wilde,FIBRA OPTICA,6035010,19201
PR01,Avellaneda,Wilde,Otros,6035010,4
PR01,Avellaneda,Wilde,SATELITAL,6035010,17
PR01,Avellaneda,Wilde,WIRELESS,6035010,114
PR01,Ayacucho,Ayacucho,ADSL,6042010,1439
PR01,Ayacucho,Ayacucho,DIAL UP,6042010,2
PR01,Ayacucho,Ayacucho,FIBRA OPTICA,6042010,1
PR01,Ayacucho,Ayacucho,SATELITAL,6042010,85
PR01,Ayacucho,Ayacucho,WIRELESS,6042010,142
PR01,Ayacucho,La Constancia,SATELITAL,6042020,25
PR01,Ayacucho,La Constancia,WIRELESS,6042020,10
PR01,Ayacucho,Solanet,SATELITAL,6042030,27
PR01,Ayacucho,Solanet,WIRELESS,6042030,27
PR01,Ayacucho,Udaquiola,SATELITAL,6042040,32
PR01,Ayacucho,Udaquiola,WIRELESS,6042040,46
PR01,Azul,16 de Julio,SATELITAL,6049050,7
PR01,Azul,Ariel,SATELITAL,6049010,5
PR01,Azul,Azul,ADSL,6049020,615
PR01,Azul,Azul,CABLEMODEM,6049020,15377
PR01,Azul,Azul,DIAL UP,6049020,46
PR01,Azul,Azul,FIBRA OPTICA,6049020,79
PR01,Azul,Azul,Otros,6049020,14
PR01,Azul,Azul,SATELITAL,6049020,168
PR01,Azul,Azul,WIRELESS,6049020,1145
PR01,Azul,Cacharí,DIAL UP,6049030,2
PR01,Azul,Cacharí,SATELITAL,6049030,42
PR01,Azul,Cacharí,WIRELESS,6049030,521
PR01,Azul,Chillar,FIBRA OPTICA,6049040,1
PR01,Azul,Chillar,SATELITAL,6049040,64
PR01,Azul,Chillar,WIRELESS,6049040,565
PR01,Bahía Blanca,Bahía Blanca,ADSL,6056010,2090
PR01,Bahía Blanca,Bahía Blanca,CABLEMODEM,6056010,100151
PR01,Bahía Blanca,Bahía Blanca,DIAL UP,6056010,360
PR01,Bahía Blanca,Bahía Blanca,FIBRA OPTICA,6056010,22670
PR01,Bahía Blanca,Bahía Blanca,Otros,6056010,61
PR01,Bahía Blanca,Bahía Blanca,SATELITAL,6056010,466
PR01,Bahía Blanca,Bahía Blanca,WIRELESS,6056010,3657
PR01,Bahía Blanca,Cabildo,CABLEMODEM,6056020,193
PR01,Bahía Blanca,Cabildo,DIAL UP,6056020,4
PR01,Bahía Blanca,Cabildo,FIBRA OPTICA,6056020,210
PR01,Bahía Blanca,Cabildo,Otros,6056020,1
PR01,Bahía Blanca,Cabildo,SATELITAL,6056020,5
PR01,Bahía Blanca,Cabildo,WIRELESS,6056020,66
PR01,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),ADSL,6056030,191
PR01,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),CABLEMODEM,6056030,1746
PR01,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),FIBRA OPTICA,6056030,2
PR01,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),SATELITAL,6056030,53
PR01,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),WIRELESS,6056030,14
PR01,Bahía Blanca,Grunbein,SATELITAL,6056020,93
PR01,Bahía Blanca,Ingeniero White,FIBRA OPTICA,6056020,1
PR01,Bahía Blanca,Ingeniero White,SATELITAL,6056020,70
PR01,Bahía Blanca,Villa Bordeau,SATELITAL,6056020,53
PR01,Bahía Blanca,Villa Espora,SATELITAL,6056020,5
PR01,Balcarce,Balcarce,ADSL,6063010,1038
PR01,Balcarce,Balcarce,CABLEMODEM,6063010,12098
PR01,Balcarce,Balcarce,DIAL UP,6063010,32
PR01,Balcarce,Balcarce,FIBRA OPTICA,6063010,45
PR01,Balcarce,Balcarce,Otros,6063010,9
PR01,Balcarce,Balcarce,SATELITAL,6063010,195
PR01,Balcarce,Balcarce,WIRELESS,6063010,883
PR01,Balcarce,Los Pinos,Otros,6063020,9
PR01,Balcarce,Los Pinos,SATELITAL,6063020,18
PR01,Balcarce,Los Pinos,WIRELESS,6063020,30
PR01,Balcarce,Napaleofú,FIBRA OPTICA,6063030,15
PR01,Balcarce,Napaleofú,SATELITAL,6063030,21
PR01,Balcarce,Napaleofú,WIRELESS,6063030,128
PR01,Balcarce,Ramos Otero,SATELITAL,6063040,22
PR01,Balcarce,Ramos Otero,WIRELESS,6063040,8
PR01,Balcarce,San Agustín,Otros,6063050,3
PR01,Balcarce,San Agustín,SATELITAL,6063050,14
PR01,Balcarce,San Agustín,WIRELESS,6063050,72
PR01,Balcarce,Villa Laguna La Brava,SATELITAL,6063060,34
PR01,Balcarce,Villa Laguna La Brava,WIRELESS,6063060,42
PR01,Baradero,Baradero,ADSL,6070010,573
PR01,Baradero,Baradero,CABLEMODEM,6070010,7513
PR01,Baradero,Baradero,FIBRA OPTICA,6070010,209
PR01,Baradero,Baradero,SATELITAL,6070010,165
PR01,Baradero,Baradero,WIRELESS,6070010,1858
PR01,Baradero,Irineo Portela,SATELITAL,6070020,22
PR01,Baradero,Irineo Portela,WIRELESS,6070020,78
PR01,Baradero,Santa Coloma,SATELITAL,6070030,35
PR01,Baradero,Santa Coloma,WIRELESS,6070030,55
PR01,Baradero,Villa Alsina  (Est. Alsina),ADSL,6070040,79
PR01,Baradero,Villa Alsina  (Est. Alsina),FIBRA OPTICA,6070040,1
PR01,Baradero,Villa Alsina  (Est. Alsina),Otros,6070040,10
PR01,Baradero,Villa Alsina  (Est. Alsina),SATELITAL,6070040,31
PR01,Baradero,Villa Alsina  (Est. Alsina),WIRELESS,6070040,248
PR01,Benito Juárez,Barker,DIAL UP,6084010,1
PR01,Benito Juárez,Barker,FIBRA OPTICA,6084010,11
PR01,Benito Juárez,Barker,SATELITAL,6084010,9
PR01,Benito Juárez,Barker,WIRELESS,6084010,70
PR01,Benito Juárez,Benito Juárez  (Est. Juárez),ADSL,6084020,279
PR01,Benito Juárez,Benito Juárez  (Est. Juárez),DIAL UP,6084020,13
PR01,Benito Juárez,Benito Juárez  (Est. Juárez),FIBRA OPTICA,6084020,563
PR01,Benito Juárez,Benito Juárez  (Est. Juárez),Otros,6084020,4
PR01,Benito Juárez,Benito Juárez  (Est. Juárez),SATELITAL,6084020,39
PR01,Benito Juárez,Benito Juárez  (Est. Juárez),WIRELESS,6084020,147
PR01,Benito Juárez,López,SATELITAL,6084030,7
PR01,Benito Juárez,López,WIRELESS,6084030,12
PR01,Benito Juárez,Tedín Uriburu,SATELITAL,6084040,20
PR01,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),FIBRA OPTICA,6084050,20
PR01,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),SATELITAL,6084050,9
PR01,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),WIRELESS,6084050,100
PR01,Berazategui,Berazategui,ADSL,6091010,12
PR01,Berazategui,Berazategui,CABLEMODEM,6091010,15917
PR01,Berazategui,Berazategui,DIAL UP,6091010,38
PR01,Berazategui,Berazategui,FIBRA OPTICA,6091010,32527
PR01,Berazategui,Berazategui,Otros,6091010,10
PR01,Berazategui,Berazategui,SATELITAL,6091010,33
PR01,Berazategui,Berazategui,WIRELESS,6091010,49
PR01,Berazategui,Berazategui Oeste,ADSL,6091010,16
PR01,Berazategui,Berazategui Oeste,CABLEMODEM,6091010,173
PR01,Berazategui,Berazategui Oeste,FIBRA OPTICA,6091010,16247
PR01,Berazategui,Berazategui Oeste,SATELITAL,6091010,10
PR01,Berazategui,Carlos Tomás Sourigues,ADSL,6091010,1
PR01,Berazategui,Carlos Tomás Sourigues,CABLEMODEM,6091010,1293
PR01,Berazategui,Carlos Tomás Sourigues,FIBRA OPTICA,6091010,2279
PR01,Berazategui,Carlos Tomás Sourigues,Otros,6091010,2
PR01,Berazategui,Carlos Tomás Sourigues,SATELITAL,6091010,11
PR01,Berazategui,Centro Agrícola El Pato,ADSL,6091010,1332
PR01,Berazategui,Centro Agrícola El Pato,CABLEMODEM,6091010,2402
PR01,Berazategui,Centro Agrícola El Pato,FIBRA OPTICA,6091010,673
PR01,Berazategui,Centro Agrícola El Pato,SATELITAL,6091010,78
PR01,Berazategui,Centro Agrícola El Pato,WIRELESS,6091010,16
PR01,Berazategui,Guillermo E. Hudson,ADSL,6091010,23
PR01,Berazategui,Guillermo E. Hudson,CABLEMODEM,6091010,5662
PR01,Berazategui,Guillermo E. Hudson,DIAL UP,6091010,2
PR01,Berazategui,Guillermo E. Hudson,FIBRA OPTICA,6091010,10918
PR01,Berazategui,Guillermo E. Hudson,Otros,6091010,2
PR01,Berazategui,Guillermo E. Hudson,SATELITAL,6091010,81
PR01,Berazategui,Juan María Gutierrez,ADSL,6091010,30
PR01,Berazategui,Juan María Gutierrez,CABLEMODEM,6091010,1814
PR01,Berazategui,Juan María Gutierrez,DIAL UP,6091010,2
PR01,Berazategui,Juan María Gutierrez,FIBRA OPTICA,6091010,7280
PR01,Berazategui,Juan María Gutierrez,Otros,6091010,1
PR01,Berazategui,Juan María Gutierrez,SATELITAL,6091010,67
PR01,Berazategui,Juan María Gutierrez,WIRELESS,6091010,90
PR01,Berazategui,Pereyra,CABLEMODEM,6091010,243
PR01,Berazategui,Pereyra,DIAL UP,6091010,1
PR01,Berazategui,Pereyra,FIBRA OPTICA,6091010,575
PR01,Berazategui,Pereyra,SATELITAL,6091010,10
PR01,Berazategui,Plátanos,CABLEMODEM,6091010,1625
PR01,Berazategui,Plátanos,FIBRA OPTICA,6091010,2413
PR01,Berazategui,Plátanos,SATELITAL,6091010,23
PR01,Berazategui,Ranelagh,ADSL,6091010,8
PR01,Berazategui,Ranelagh,CABLEMODEM,6091010,2736
PR01,Berazategui,Ranelagh,DIAL UP,6091010,12
PR01,Berazategui,Ranelagh,FIBRA OPTICA,6091010,8797
PR01,Berazategui,Ranelagh,SATELITAL,6091010,47
PR01,Berazategui,Villa España,ADSL,6091010,1
PR01,Berazategui,Villa España,CABLEMODEM,6091010,936
PR01,Berazategui,Villa España,FIBRA OPTICA,6091010,2419
PR01,Berazategui,Villa España,Otros,6091010,1
PR01,Berazategui,Villa España,SATELITAL,6091010,4
PR01,Berisso,Barrio Banco Provincia,SATELITAL,6098010,10
PR01,Berisso,Barrio El Carmen (Este),FIBRA OPTICA,6098010,132
PR01,Berisso,Barrio El Carmen (Este),SATELITAL,6098010,2
PR01,Berisso,Barrio El Carmen (Este),WIRELESS,6098010,250
PR01,Berisso,Berisso,ADSL,6098010,1603
PR01,Berisso,Berisso,CABLEMODEM,6098010,15175
PR01,Berisso,Berisso,DIAL UP,6098010,17
PR01,Berisso,Berisso,FIBRA OPTICA,6098010,7867
PR01,Berisso,Berisso,SATELITAL,6098010,15
PR01,Berisso,Berisso,WIRELESS,6098010,630
PR01,Berisso,Los Talas,SATELITAL,6098010,12
PR01,Berisso,Villa Arguello,FIBRA OPTICA,6098010,132
PR01,Berisso,Villa Arguello,SATELITAL,6098010,2
PR01,Berisso,Villa Arguello,WIRELESS,6098010,250
PR01,Berisso,Villa Dolores,SATELITAL,6098010,3
PR01,Berisso,Villa Nueva,FIBRA OPTICA,6098010,132
PR01,Berisso,Villa Nueva,WIRELESS,6098010,250
PR01,Berisso,Villa Porteña,SATELITAL,6098010,2
PR01,Berisso,Villa Progreso,FIBRA OPTICA,6098010,132
PR01,Berisso,Villa Progreso,WIRELESS,6098010,250
PR01,Berisso,Villa San Carlos,SATELITAL,6098010,12
PR01,Bolívar,Hale,ADSL,6105010,10
PR01,Bolívar,Hale,SATELITAL,6105010,26
PR01,Bolívar,Juan F. Ibarra,FIBRA OPTICA,6105020,1
PR01,Bolívar,Juan F. Ibarra,SATELITAL,6105020,5
