anio,trimestre,provincia_id,Accesos_cada_100_hogares,Accesos_cada_100_habitantes
2022,2,PR17,57.54,13.94
2022,2,PR18,49.46,12.6
2022,2,PR19,81.76,23.4
2022,2,PR20,43.15,12.84
2022,2,PR21,77.9,24.5
2022,2,PR22,47.7,11.84
2022,2,PR23,99.86,29.6
2022,2,PR24,59.31,14.69
2022,3,PR01,78.11,26.37
2022,3,PR02,122.28,50.22
2022,3,PR03,65.33,16.62
2022,3,PR04,43.86,11.72
2022,3,PR05,84.38,25.86
2022,3,PR06,88.31,27.04
2022,3,PR07,48.21,12.69
2022,3,PR08,63.67,19.04
2022,3,PR09,43.76,11.14
2022,3,PR10,58.91,15.06
2022,3,PR11,96.59,31.82
2022,3,PR12,80.66,21.47
2022,3,PR13,51.03,14.24
2022,3,PR14,51.82,14.11
2022,3,PR15,80.37,23.92
2022,3,PR16,67.98,20.91
2022,3,PR17,57.76,13.99
2022,3,PR18,50.8,12.94
2022,3,PR19,81.74,23.39
2022,3,PR20,43.19,12.85
2022,3,PR21,78.55,24.7
2022,3,PR22,47.98,11.91
2022,3,PR23,99.51,29.5
2022,3,PR24,61.14,15.14
2022,4,PR01,78.94,26.72
2022,4,PR02,122.73,50.35
2022,4,PR03,65.77,16.73
2022,4,PR04,43.62,11.66
2022,4,PR05,85.57,26.23
2022,4,PR06,89.03,27.26
2022,4,PR07,51.64,13.6
2022,4,PR08,64.01,19.14
2022,4,PR09,39.41,10.03
2022,4,PR10,58.46,14.95
2022,4,PR11,94.8,31.23
2022,4,PR12,79.86,21.26
2022,4,PR13,51.36,14.33
2022,4,PR14,52.85,14.39
2022,4,PR15,78.67,23.41
2022,4,PR16,68.42,21.04
2022,4,PR17,57.96,14.04
2022,4,PR18,50.88,12.96
2022,4,PR19,90.27,25.83
2022,4,PR20,43.53,12.95
2022,4,PR21,78.4,24.65
2022,4,PR22,48.05,11.92
2022,4,PR23,101.44,30.07
2022,4,PR24,61.04,15.12
2023,1,PR01,79.0,26.81
2023,1,PR02,122.59,50.23
2023,1,PR03,66.17,16.83
2023,1,PR04,43.15,11.53
2023,1,PR05,85.89,26.32
2023,1,PR06,88.84,27.2
2023,1,PR07,52.05,13.71
2023,1,PR08,64.79,19.37
2023,1,PR09,38.79,9.87
2023,1,PR10,58.2,14.88
2023,1,PR11,96.55,31.81
2023,1,PR12,79.74,21.23
2023,1,PR13,51.4,14.34
2023,1,PR14,53.97,14.7
2023,1,PR15,78.55,23.38
2023,1,PR16,69.16,21.27
2023,1,PR17,57.67,13.97
2023,1,PR18,49.75,12.67
2023,1,PR19,90.17,25.8
2023,1,PR20,43.42,12.92
2023,1,PR21,78.13,24.57
2023,1,PR22,47.55,11.8
2023,1,PR23,104.23,30.9
2023,1,PR24,60.34,14.95
2023,2,PR01,79.67,27.1
2023,2,PR02,115.48,47.27
2023,2,PR03,67.42,17.15
2023,2,PR04,42.87,11.46
2023,2,PR05,82.49,25.28
2023,2,PR06,90.13,27.59
2023,2,PR07,52.37,13.79
2023,2,PR08,64.43,19.26
2023,2,PR09,38.32,9.75
2023,2,PR10,57.78,14.78
2023,2,PR11,98.35,32.4
2023,2,PR12,80.01,21.3
2023,2,PR13,52.09,14.54
2023,2,PR14,55.18,15.03
2023,2,PR15,78.97,23.5
2023,2,PR16,68.56,21.09
2023,2,PR17,57.48,13.92
2023,2,PR18,47.52,12.1
2023,2,PR19,93.41,26.73
2023,2,PR20,41.66,12.39
2023,2,PR21,78.83,24.79
2023,2,PR22,47.14,11.7
2023,2,PR23,106.38,31.54
2023,2,PR24,60.75,15.05
2023,3,PR01,80.64,27.5
2023,3,PR02,116.4,47.6
2023,3,PR03,68.55,17.44
2023,3,PR04,42.87,11.46
2023,3,PR05,84.23,25.82
2023,3,PR06,90.05,27.57
2023,3,PR07,52.78,13.9
2023,3,PR08,68.84,20.58
2023,3,PR09,38.86,9.89
2023,3,PR10,57.61,14.73
2023,3,PR11,99.0,32.62
2023,3,PR12,80.44,21.41
2023,3,PR13,52.03,14.52
2023,3,PR14,55.51,15.12
2023,3,PR15,79.97,23.8
2023,3,PR16,68.4,21.04
2023,3,PR17,57.57,13.94
2023,3,PR18,50.45,12.85
2023,3,PR19,98.55,28.2
2023,3,PR20,40.89,12.17
2023,3,PR21,79.09,24.87
2023,3,PR22,48.67,12.08
2023,3,PR23,105.95,31.41
2023,3,PR24,61.26,15.17
2023,4,PR01,80.96,27.68
2023,4,PR02,117.02,47.8
2023,4,PR03,68.63,17.46
2023,4,PR04,44.35,11.85
2023,4,PR05,84.96,26.04
2023,4,PR06,90.67,27.76
2023,4,PR07,52.56,13.84
2023,4,PR08,69.94,20.91
2023,4,PR09,39.23,9.98
2023,4,PR10,57.78,14.77
2023,4,PR11,99.96,32.93
2023,4,PR12,80.22,21.35
2023,4,PR13,52.15,14.55
2023,4,PR14,56.27,15.33
2023,4,PR15,79.91,23.78
2023,4,PR16,70.26,21.61
2023,4,PR17,56.98,13.8
2023,4,PR18,50.08,12.75
2023,4,PR19,102.07,29.21
2023,4,PR20,73.75,21.94
2023,4,PR21,79.75,25.08
2023,4,PR22,49.08,12.18
2023,4,PR23,110.49,32.75
2023,4,PR24,61.04,15.12
2024,1,PR01,81.1,27.8
2024,1,PR02,119.53,48.78
2024,1,PR03,68.82,17.5
2024,1,PR04,46.7,12.48
2024,1,PR05,84.89,26.02
2024,1,PR06,90.7,27.77
2024,1,PR07,51.94,13.68
2024,1,PR08,69.31,20.72
2024,1,PR09,39.61,10.08
2024,1,PR10,57.65,14.74
2024,1,PR11,100.49,33.11
2024,1,PR12,80.03,21.3
2024,1,PR13,52.59,14.67
2024,1,PR14,56.76,15.46
2024,1,PR15,79.5,23.66
2024,1,PR16,71.14,21.88
2024,1,PR17,56.3,13.63
2024,1,PR18,51.62,13.15
2024,1,PR19,102.7,29.39
2024,1,PR20,67.58,20.1
2024,1,PR21,80.4,25.28
2024,1,PR22,49.41,12.26
2024,1,PR23,109.78,32.54
2024,1,PR24,60.48,14.98
2024,2,PR01,79.84,27.43
2024,2,PR02,116.37,47.44
2024,2,PR03,68.81,17.5
2024,2,PR04,44.06,11.78
2024,2,PR05,86.33,26.46
2024,2,PR06,90.79,27.79
2024,2,PR07,51.38,13.53
2024,2,PR08,68.64,20.52
2024,2,PR09,39.69,10.1
2024,2,PR10,58.3,14.91
2024,2,PR11,101.17,33.33
2024,2,PR12,79.52,21.17
2024,2,PR13,52.3,14.6
2024,2,PR14,57.73,15.72
2024,2,PR15,78.93,23.49
2024,2,PR16,71.35,21.95
2024,2,PR17,55.72,13.49
2024,2,PR18,51.17,13.03
2024,2,PR19,103.4,29.59
2024,2,PR20,69.92,20.8
2024,2,PR21,81.34,25.58
2024,2,PR22,49.67,12.33
2024,2,PR23,108.89,32.28
2024,2,PR24,60.84,15.07
2024,3,PR01,80.02,27.57
2024,3,PR02,116.15,47.3
2024,3,PR03,70.4,17.91
2024,3,PR04,48.54,12.97
2024,3,PR05,86.79,26.6
2024,3,PR06,92.38,28.28
2024,3,PR07,51.92,13.67
2024,3,PR08,69.26,20.71
2024,3,PR09,40.23,10.24
2024,3,PR10,63.31,16.19
2024,3,PR11,104.46,34.41
2024,3,PR12,79.57,21.18
2024,3,PR13,53.21,14.85
2024,3,PR14,58.31,15.88
2024,3,PR15,81.18,24.16
2024,3,PR16,73.54,22.62
2024,3,PR17,56.24,13.62
2024,3,PR18,51.9,13.22
2024,3,PR19,111.53,31.91
2024,3,PR20,70.28,20.91
2024,3,PR21,81.58,25.65
2024,3,PR22,51.06,12.67
2024,3,PR23,102.44,30.36
2024,3,PR24,61.99,15.35
2024,4,PR01,82.76,28.58
2024,4,PR02,116.63,47.45
2024,4,PR03,70.7,17.98
2024,4,PR04,48.88,13.06
2024,4,PR05,89.05,27.29
2024,4,PR06,92.16,28.21
2024,4,PR07,52.27,13.76
2024,4,PR08,69.88,20.89
2024,4,PR09,40.94,10.42
2024,4,PR10,63.36,16.2
2024,4,PR11,104.94,34.57
2024,4,PR12,79.34,21.12
2024,4,PR13,58.33,16.28
2024,4,PR14,58.74,16.0
2024,4,PR15,89.8,26.73
2024,4,PR16,74.01,22.76
2024,4,PR17,52.21,12.64
2024,4,PR18,60.94,15.52
2024,4,PR19,114.67,32.81
2024,4,PR20,68.64,20.42
2024,4,PR21,79.13,24.88
2024,4,PR22,43.75,10.86
2024,4,PR23,100.42,29.77
2024,4,PR24,61.26,15.17
2025,1,PR01,83.46,28.9
2025,1,PR02,117.91,47.92
2025,1,PR03,72.02,18.32
2025,1,PR04,49.9,13.34
2025,1,PR05,90.52,27.74
2025,1,PR06,93.44,28.6
2025,1,PR07,53.53,14.09
2025,1,PR08,70.42,21.05
2025,1,PR09,41.43,10.54
2025,1,PR10,63.77,16.31
2025,1,PR11,105.77,34.85
2025,1,PR12,79.82,21.24
2025,1,PR13,59.33,16.56
2025,1,PR14,59.12,16.1
2025,1,PR15,92.29,27.47
2025,1,PR16,75.27,23.15
2025,1,PR17,52.63,12.75
2025,1,PR18,61.66,15.7
2025,1,PR19,115.7,33.11
2025,1,PR20,68.75,20.45
2025,1,PR21,79.87,25.11
2025,1,PR22,45.87,11.38
2025,1,PR23,101.62,30.12
2025,1,PR24,61.61,15.26
